time,power1,TV,washing_drying,kitchen appliances,fridge,heating
2023-01-03 04:00,0,0,0,0,0,0
2023-01-03 05:00,0,0,0,0,19,0
2023-01-03 06:00,0,0,0,0,4,0
2023-01-03 07:00,0,0,0,0,14,0
2023-01-03 08:00,157,0,0,0,15,100
2023-01-03 09:00,182,0,0,0,0,138
2023-01-03 10:00,0,1,0,0,18,0
2023-01-03 11:00,256,0,0,0,11,202
2023-01-03 12:00,218,16,0,0,8,146
2023-01-03 13:00,164,16,0,1,26,84
2023-01-03 14:00,180,16,0,0,0,122
2023-01-03 15:00,175,0,0,0,13,121
2023-01-03 16:00,181,0,0,0,11,128
2023-01-03 17:00,86,0,0,0,21,25
2023-01-03 18:00,146,13,0,0,0,90
2023-01-03 19:00,223,13,0,95,39,35
2023-01-03 20:00,45,0,0,0,0,0
2023-01-03 21:00,140,0,0,0,28,73
2023-01-03 22:00,326,11,0,145,12,108
2023-01-03 23:00,87,11,0,0,15,29
2023-01-04 00:00,156,16,0,0,27,72
2023-01-04 01:00,100,15,0,0,1,26
2023-01-04 02:00,158,16,0,0,16,84
2023-01-04 03:00,106,0,0,0,7,70
2023-01-04 04:00,0,0,0,0,3,0
2023-01-04 05:00,0,0,0,0,17,0
2023-01-04 06:00,0,0,0,0,5,0
2023-01-04 07:00,0,0,0,0,8,0
2023-01-04 08:00,210,0,0,0,33,152
2023-01-04 09:00,225,0,0,0,0,194
2023-01-04 10:00,0,0,0,0,13,0
2023-01-04 11:00,205,0,0,0,1,174
2023-01-04 12:00,364,17,0,14,5,299
2023-01-04 13:00,269,16,16,0,36,176
2023-01-04 14:00,217,15,0,0,10,149
2023-01-04 15:00,110,0,0,0,12,55
2023-01-04 16:00,101,13,0,2,1,40
2023-01-04 17:00,230,15,0,119,2,50
2023-01-04 18:00,78,15,0,0,26,0
2023-01-04 19:00,130,15,0,0,10,63
2023-01-04 20:00,185,12,0,12,20,97
2023-01-04 21:00,87,15,0,0,3,27
2023-01-04 22:00,70,16,0,0,10,0
2023-01-04 23:00,69,16,0,0,11,0
2023-01-05 00:00,119,13,0,0,12,41
2023-01-05 01:00,169,13,0,0,9,100
2023-01-05 02:00,181,12,0,0,11,116
2023-01-05 03:00,287,11,0,94,13,125
2023-01-05 04:00,0,0,0,0,1,0
2023-01-05 05:00,0,0,0,0,20,0
2023-01-05 06:00,0,0,0,0,0,0
2023-01-05 07:00,0,0,0,0,27,0
2023-01-05 08:00,201,0,0,0,7,157
2023-01-05 09:00,284,0,61,0,25,168
2023-01-05 10:00,0,0,13,0,13,0
2023-01-05 11:00,225,0,0,0,2,192
2023-01-05 12:00,773,17,0,25,15,663
2023-01-05 13:00,275,4,0,0,10,231
2023-01-05 14:00,150,15,0,0,16,92
2023-01-05 15:00,307,13,0,0,3,255
2023-01-05 16:00,503,12,0,221,2,221
2023-01-05 17:00,394,15,0,0,36,302
2023-01-05 18:00,335,15,0,0,4,267
2023-01-05 19:00,334,0,0,0,26,264
2023-01-05 20:00,273,0,0,0,9,216
2023-01-05 21:00,243,13,0,0,35,154
2023-01-05 22:00,269,15,0,0,0,205
2023-01-05 23:00,326,15,0,209,33,30
2023-01-06 00:00,393,14,0,148,33,156
2023-01-06 01:00,265,13,0,45,0,158
2023-01-06 02:00,290,11,0,48,34,151
2023-01-06 03:00,382,14,0,114,2,201
2023-01-06 04:00,0,12,0,0,13,0
2023-01-06 05:00,0,0,0,0,11,0
2023-01-06 06:00,0,0,0,0,18,0
2023-01-06 07:00,0,0,0,0,0,0
2023-01-06 08:00,319,0,0,0,37,252
2023-01-06 09:00,274,0,0,0,11,227
2023-01-06 10:00,0,0,0,0,26,0
2023-01-06 11:00,193,0,0,0,0,157
2023-01-06 12:00,387,14,0,0,2,329
2023-01-06 13:00,444,15,0,14,14,365
2023-01-06 14:00,437,17,0,53,1,331
2023-01-06 15:00,393,16,0,128,26,179
2023-01-06 16:00,336,18,0,63,1,198
2023-01-06 17:00,289,15,0,15,34,174
2023-01-06 18:00,265,16,0,15,11,168
2023-01-06 19:00,220,16,0,0,0,148
2023-01-06 20:00,195,16,0,0,14,109
2023-01-06 21:00,191,13,0,0,12,110
2023-01-06 22:00,222,16,0,53,25,79
2023-01-06 23:00,88,15,0,0,9,21
2023-01-07 00:00,92,15,0,0,18,12
2023-01-07 01:00,229,13,0,0,8,152
2023-01-07 02:00,193,14,0,25,13,92
2023-01-07 03:00,211,7,0,0,21,146
2023-01-07 04:00,0,0,0,0,10,0
2023-01-07 05:00,0,0,0,0,24,0
2023-01-07 06:00,0,0,0,0,2,0
2023-01-07 07:00,0,0,0,0,20,0
2023-01-07 08:00,252,0,0,0,0,222
2023-01-07 09:00,359,0,0,22,16,262
2023-01-07 10:00,0,0,0,0,7,0
2023-01-07 11:00,198,0,0,0,10,159
2023-01-07 12:00,239,3,0,29,23,155
2023-01-07 13:00,199,16,0,0,3,144
2023-01-07 14:00,271,15,0,0,27,186
2023-01-07 15:00,214,15,0,0,0,154
2023-01-07 16:00,329,12,0,176,28,69
2023-01-07 17:00,101,15,0,0,5,39
2023-01-07 18:00,130,15,0,0,13,63
2023-01-07 19:00,178,14,0,0,13,42
2023-01-07 20:00,131,13,0,3,22,53
2023-01-07 21:00,61,16,0,0,3,0
2023-01-07 22:00,119,15,0,0,23,41
2023-01-07 23:00,94,16,0,24,2,0
2023-01-08 00:00,115,13,0,0,13,41
2023-01-08 01:00,284,14,0,12,26,186
2023-01-08 02:00,153,13,0,0,13,98
2023-01-08 03:00,132,0,0,0,15,92
2023-01-08 04:00,0,0,0,0,14,0
2023-01-08 05:00,0,0,0,0,0,0
2023-01-08 06:00,0,0,0,0,33,0
2023-01-08 07:00,0,0,0,0,0,0
2023-01-08 08:00,158,0,0,0,27,106
2023-01-08 09:00,122,7,0,22,3,54
2023-01-08 10:00,0,0,0,0,11,0
2023-01-08 11:00,173,0,0,0,27,130
2023-01-08 12:00,93,0,0,22,7,42
2023-01-08 13:00,364,12,0,0,22,313
2023-01-08 14:00,126,15,0,0,5,87
2023-01-08 15:00,93,14,0,0,6,47
2023-01-08 16:00,478,11,0,82,28,160
2023-01-08 17:00,90,17,0,0,9,39
2023-01-08 18:00,40,14,0,0,0,0
2023-01-08 19:00,65,13,0,0,30,0
2023-01-08 20:00,44,12,0,0,7,0
2023-01-08 21:00,55,16,0,0,15,0
2023-01-08 22:00,61,16,0,0,23,0
2023-01-08 23:00,73,15,0,0,32,0
2023-01-09 00:00,70,13,0,0,6,0
2023-01-09 01:00,79,16,0,0,26,0
2023-01-09 02:00,52,10,0,0,15,0
2023-01-09 03:00,107,13,0,0,8,65
2023-01-09 04:00,0,15,0,0,22,0
2023-01-09 05:00,0,0,0,0,8,0
2023-01-09 06:00,0,0,0,0,25,0
2023-01-09 07:00,0,0,0,0,15,0
2023-01-09 08:00,162,0,0,0,24,120
2023-01-09 09:00,24,0,0,0,3,0
2023-01-09 10:00,0,0,0,0,19,0
2023-01-09 11:00,68,0,0,24,12,2
2023-01-09 12:00,136,0,0,0,13,96
2023-01-09 13:00,156,14,0,35,27,59
2023-01-09 14:00,64,12,0,0,18,0
2023-01-09 15:00,121,13,0,0,28,50
2023-01-09 16:00,86,15,0,19,17,0
2023-01-09 17:00,70,11,0,0,27,0
2023-01-09 18:00,277,12,0,185,42,0
2023-01-09 19:00,65,14,0,0,20,0
2023-01-09 20:00,56,0,0,0,17,0
2023-01-09 21:00,77,0,0,0,41,0
2023-01-09 22:00,57,0,0,0,17,0
2023-01-09 23:00,84,13,0,0,37,0
2023-01-10 00:00,249,16,0,159,23,0
2023-01-10 01:00,83,15,0,0,25,0
2023-01-10 02:00,86,12,0,0,42,0
2023-01-10 03:00,186,13,0,0,16,0
2023-01-10 04:00,0,12,0,0,31,0
2023-01-10 05:00,0,0,0,0,15,0
2023-01-10 06:00,0,0,0,0,43,0
2023-01-10 07:00,0,0,0,0,16,0
2023-01-10 08:00,632,0,0,0,24,585
2023-01-10 09:00,90,0,0,0,16,50
2023-01-10 10:00,0,0,0,0,28,0
2023-01-10 11:00,0,0,0,0,0,0
2023-01-10 12:00,40,0,0,0,16,0
2023-01-10 13:00,65,13,0,0,33,0
2023-01-10 14:00,94,15,0,0,15,41
2023-01-10 15:00,75,16,0,0,41,0
2023-01-10 16:00,49,12,0,0,15,0
2023-01-10 17:00,80,13,0,7,40,0
2023-01-10 18:00,52,13,0,0,15,0
2023-01-10 19:00,83,12,0,0,34,0
2023-01-10 20:00,69,13,0,0,15,0
2023-01-10 21:00,72,14,0,0,17,0
2023-01-10 22:00,223,13,0,94,43,36
2023-01-10 23:00,103,11,0,20,34,0
2023-01-11 00:00,105,13,0,21,30,0
2023-01-11 01:00,119,15,0,0,17,39
2023-01-11 02:00,120,13,0,0,34,49
2023-01-11 03:00,62,14,0,0,24,0
2023-01-11 04:00,102,13,0,0,18,44
2023-01-11 05:00,0,0,0,0,34,0
2023-01-11 06:00,0,0,0,0,18,0
2023-01-11 07:00,0,0,0,0,38,0
2023-01-11 08:00,0,0,0,0,17,0
2023-01-11 09:00,55,0,0,0,33,0
2023-01-11 10:00,74,0,0,0,16,34
2023-01-11 11:00,0,0,0,0,20,0
2023-01-11 12:00,69,0,0,0,20,26
2023-01-11 13:00,125,17,0,0,16,70
2023-01-11 14:00,86,13,0,0,38,0
2023-01-11 15:00,93,0,0,0,15,37
2023-01-11 16:00,182,11,0,31,39,66
2023-01-11 17:00,132,14,0,0,16,63
2023-01-11 18:00,88,14,0,0,41,0
2023-01-11 19:00,66,14,0,0,15,0
2023-01-11 20:00,93,13,0,5,40,0
2023-01-11 21:00,69,16,0,0,16,0
2023-01-11 22:00,124,16,0,43,27,0
2023-01-11 23:00,56,15,0,0,0,0
2023-01-12 00:00,74,14,0,0,24,0
2023-01-12 01:00,59,13,0,0,0,0
2023-01-12 02:00,81,11,0,0,19,0
2023-01-12 03:00,70,15,0,0,1,0
2023-01-12 04:00,61,0,0,0,23,0
2023-01-12 05:00,0,0,0,0,0,0
2023-01-12 06:00,0,0,0,0,9,0
2023-01-12 07:00,0,0,0,0,7,0
2023-01-12 08:00,0,0,0,0,0,0
2023-01-12 09:00,197,0,0,0,24,136
2023-01-12 10:00,182,0,0,0,12,129
2023-01-12 11:00,0,12,0,0,27,0
2023-01-12 12:00,131,0,0,0,8,87
2023-01-12 13:00,124,13,0,0,26,55
2023-01-12 14:00,54,14,0,0,1,4
2023-01-12 15:00,127,15,0,0,16,63
2023-01-12 16:00,48,1,0,10,1,0
2023-01-12 17:00,69,16,0,0,22,0
2023-01-12 18:00,66,15,0,0,19,0
2023-01-12 19:00,49,14,0,0,0,0
2023-01-12 20:00,61,15,0,0,15,0
2023-01-12 21:00,62,13,0,12,2,0
2023-01-12 22:00,58,15,0,0,10,0
2023-01-12 23:00,59,0,0,0,26,0
2023-01-13 00:00,84,14,0,0,33,0
2023-01-13 01:00,93,14,0,4,19,0
2023-01-13 02:00,80,14,0,0,1,0
2023-01-13 03:00,85,14,0,0,26,0
2023-01-13 04:00,68,14,0,0,0,0
2023-01-13 05:00,0,0,0,0,35,0
2023-01-13 06:00,0,0,0,0,15,0
2023-01-13 07:00,0,0,0,0,24,0
2023-01-13 08:00,0,0,0,0,0,0
2023-01-13 09:00,133,0,0,0,26,62
2023-01-13 10:00,174,0,0,0,15,119
2023-01-13 11:00,0,0,0,0,26,0
2023-01-13 12:00,84,0,0,0,0,41
2023-01-13 13:00,115,17,0,30,35,0
2023-01-13 14:00,67,16,0,0,6,0
2023-01-13 15:00,102,12,0,0,10,36
2023-01-13 16:00,190,17,0,113,14,0
2023-01-13 17:00,84,15,0,0,25,0
2023-01-13 18:00,63,15,0,0,1,0
2023-01-13 19:00,81,15,0,0,23,0
2023-01-13 20:00,78,16,0,0,16,0
2023-01-13 21:00,179,15,0,84,18,0
2023-01-13 22:00,109,16,0,43,0,0
2023-01-13 23:00,95,16,0,0,37,0
2023-01-14 00:00,64,13,0,0,3,0
2023-01-14 01:00,68,13,0,0,5,0
2023-01-14 02:00,96,11,0,0,26,0
2023-01-14 03:00,87,14,0,0,6,0
2023-01-14 04:00,85,13,0,0,7,0
2023-01-14 05:00,0,13,0,0,11,0
2023-01-14 06:00,0,15,0,0,20,0
2023-01-14 07:00,0,15,0,0,0,0
2023-01-14 08:00,0,14,0,0,27,0
2023-01-14 09:00,107,12,0,0,13,0
2023-01-14 10:00,117,11,0,0,27,0
2023-01-14 11:00,0,15,0,0,5,0
2023-01-14 12:00,120,9,0,0,27,30
2023-01-14 13:00,91,16,0,0,0,0
2023-01-14 14:00,114,17,0,47,10,0
2023-01-14 15:00,73,17,0,0,18,0
2023-01-14 16:00,93,13,0,32,8,0
2023-01-14 17:00,78,15,0,6,13,0
2023-01-14 18:00,77,16,0,0,15,0
2023-01-14 19:00,88,16,0,0,29,0
2023-01-14 20:00,80,14,0,18,0,0
2023-01-14 21:00,94,16,0,0,36,0
2023-01-14 22:00,68,16,0,0,8,0
2023-01-14 23:00,74,14,0,4,14,0
2023-01-15 00:00,65,12,0,0,8,0
2023-01-15 01:00,77,15,0,0,11,0
2023-01-15 02:00,76,12,0,0,16,0
2023-01-15 03:00,69,12,0,0,5,0
2023-01-15 04:00,98,11,0,0,41,0
2023-01-15 05:00,0,13,0,0,0,0
2023-01-15 06:00,0,0,0,0,18,0
2023-01-15 07:00,0,0,0,0,16,0
2023-01-15 08:00,0,0,0,0,16,0
2023-01-15 09:00,144,0,0,0,0,104
2023-01-15 10:00,59,0,0,0,16,5
2023-01-15 11:00,0,0,0,0,15,0
2023-01-15 12:00,106,0,0,0,0,65
2023-01-15 13:00,90,17,0,0,35,0
2023-01-15 14:00,63,17,0,0,12,0
2023-01-15 15:00,87,14,0,0,0,36
2023-01-15 16:00,197,17,0,68,31,45
2023-01-15 17:00,111,14,0,0,14,46
2023-01-15 18:00,132,15,0,0,26,48
2023-01-15 19:00,75,11,0,0,3,14
2023-01-15 20:00,243,15,0,44,41,95
2023-01-15 21:00,117,15,0,11,0,45
2023-01-15 22:00,125,13,0,0,27,44
2023-01-15 23:00,182,15,0,98,23,0
2023-01-16 00:00,71,14,0,0,16,0
2023-01-16 01:00,62,16,0,0,0,0
2023-01-16 02:00,176,11,0,0,38,84
2023-01-16 03:00,149,12,0,0,3,85
2023-01-16 04:00,126,11,0,0,0,66
2023-01-16 05:00,0,12,0,0,37,0
2023-01-16 06:00,0,0,0,0,5,0
2023-01-16 07:00,0,0,0,0,26,0
2023-01-16 08:00,0,0,0,0,12,0
2023-01-16 09:00,168,0,0,0,31,94
2023-01-16 10:00,141,0,0,0,0,94
2023-01-16 11:00,0,0,0,0,18,0
2023-01-16 12:00,258,0,0,0,12,199
2023-01-16 13:00,133,14,0,0,0,74
2023-01-16 14:00,254,14,0,0,37,163
2023-01-16 15:00,218,1,0,0,5,166
2023-01-16 16:00,136,0,0,39,24,31
2023-01-16 17:00,130,12,0,0,12,62
2023-01-16 18:00,139,13,0,0,31,54
2023-01-16 19:00,112,13,0,0,0,52
2023-01-16 20:00,128,11,0,0,33,45
2023-01-16 21:00,126,12,0,0,11,59
2023-01-16 22:00,67,0,0,0,25,0
2023-01-16 23:00,237,0,0,0,5,183
2023-01-17 00:00,107,15,0,2,38,11
2023-01-17 01:00,137,32,0,0,4,48
2023-01-17 02:00,88,12,0,0,10,19
2023-01-17 03:00,130,13,0,0,24,45
2023-01-17 04:00,119,14,0,2,1,54
2023-01-17 05:00,0,14,0,0,19,0
2023-01-17 06:00,0,15,0,0,11,0
2023-01-17 07:00,0,0,0,0,0,0
2023-01-17 08:00,0,0,0,0,39,0
2023-01-17 09:00,175,0,0,0,3,139
2023-01-17 10:00,43,0,0,0,4,8
2023-01-17 11:00,0,0,0,0,32,0
2023-01-17 12:00,102,0,0,0,0,68
2023-01-17 13:00,193,14,0,1,12,135
2023-01-17 14:00,160,32,0,0,22,70
2023-01-17 15:00,159,13,0,0,0,98
2023-01-17 16:00,433,16,0,143,39,188
2023-01-17 17:00,360,22,0,183,24,80
2023-01-17 18:00,95,31,0,0,3,11
2023-01-17 19:00,285,31,0,0,32,178
2023-01-17 20:00,272,31,0,44,0,145
2023-01-17 21:00,180,34,0,15,31,66
2023-01-17 22:00,70,31,0,0,1,0
2023-01-17 23:00,75,14,0,0,19,0
2023-01-18 00:00,80,16,0,0,15,0
2023-01-18 01:00,161,12,0,0,27,77
2023-01-18 02:00,88,13,0,0,6,18
2023-01-18 03:00,166,15,0,0,37,69
2023-01-18 04:00,110,12,0,0,0,55
2023-01-18 05:00,0,0,0,0,32,0
2023-01-18 06:00,0,0,0,0,6,0
2023-01-18 07:00,0,0,0,0,2,0
2023-01-18 08:00,0,0,0,0,32,0
2023-01-18 09:00,66,0,0,7,0,19
2023-01-18 10:00,223,0,0,7,11,166
2023-01-18 11:00,0,9,0,0,29,0
2023-01-18 12:00,509,0,0,406,0,69
2023-01-18 13:00,256,16,0,32,37,127
2023-01-18 14:00,71,17,0,0,6,0
2023-01-18 15:00,185,13,0,0,30,96
2023-01-18 16:00,157,12,0,0,0,94
2023-01-18 17:00,121,14,0,0,30,33
2023-01-18 18:00,101,34,0,0,11,20
2023-01-18 19:00,81,12,0,0,22,0
2023-01-18 20:00,372,13,0,296,15,0
2023-01-18 21:00,91,17,0,20,5,0
2023-01-18 22:00,69,16,0,0,9,0
2023-01-18 23:00,94,14,0,15,19,0
2023-01-19 00:00,79,12,0,16,7,0
2023-01-19 01:00,84,14,0,16,8,0
2023-01-19 02:00,135,15,0,0,17,54
2023-01-19 03:00,125,14,0,10,8,43
2023-01-19 04:00,50,1,0,0,13,0
2023-01-19 05:00,0,0,0,0,15,0
2023-01-19 06:00,0,0,0,0,7,0
2023-01-19 07:00,0,0,0,0,11,0
2023-01-19 08:00,0,0,0,0,27,0
2023-01-19 09:00,146,0,0,0,0,107
2023-01-19 10:00,482,11,98,0,31,263
2023-01-19 11:00,0,12,24,0,7,0
2023-01-19 12:00,78,17,0,18,0,7
2023-01-19 13:00,121,15,0,0,32,47
2023-01-19 14:00,33,0,0,0,2,0
2023-01-19 15:00,81,0,0,0,7,43
2023-01-19 16:00,111,0,0,0,28,55
2023-01-19 17:00,91,15,0,0,0,38
2023-01-19 18:00,100,33,0,0,28,0
2023-01-19 19:00,61,14,0,0,1,0
2023-01-19 20:00,62,0,0,0,15,0
2023-01-19 21:00,60,0,0,0,14,0
2023-01-19 22:00,66,18,0,0,11,0
2023-01-19 23:00,65,11,0,0,7,0
2023-01-20 00:00,86,21,0,0,16,0
2023-01-20 01:00,86,31,0,0,4,0
2023-01-20 02:00,68,12,0,0,9,0
2023-01-20 03:00,139,11,0,0,33,59
2023-01-20 04:00,40,0,0,0,0,2
2023-01-20 05:00,0,0,0,0,36,0
2023-01-20 06:00,0,0,0,0,5,0
2023-01-20 07:00,0,0,0,0,0,0
2023-01-20 08:00,0,0,0,0,38,0
2023-01-20 09:00,147,0,0,0,1,110
2023-01-20 10:00,155,0,0,0,8,109
2023-01-20 11:00,0,12,0,0,29,0
2023-01-20 12:00,522,0,0,0,0,483
2023-01-20 13:00,103,17,0,0,28,31
2023-01-20 14:00,182,17,0,0,7,0
2023-01-20 15:00,43,0,8,0,6,0
2023-01-20 16:00,180,14,20,90,31,0
2023-01-20 17:00,71,21,0,0,9,0
2023-01-20 18:00,277,35,0,178,24,0
2023-01-20 19:00,71,34,0,0,2,0
2023-01-20 20:00,70,33,0,0,0,0
2023-01-20 21:00,97,31,0,0,33,0
2023-01-20 22:00,47,0,0,0,0,0
2023-01-20 23:00,68,0,0,0,24,0
2023-01-21 00:00,96,31,0,0,16,0
2023-01-21 01:00,88,32,0,0,6,0
2023-01-21 02:00,70,14,0,0,11,0
2023-01-21 03:00,74,13,0,0,14,0
2023-01-21 04:00,83,13,0,0,27,0
2023-01-21 05:00,0,20,0,0,3,0
2023-01-21 06:00,0,0,0,0,21,0
2023-01-21 07:00,0,0,0,0,10,0
2023-01-21 08:00,0,1,0,0,6,0
2023-01-21 09:00,114,0,0,0,23,54
2023-01-21 10:00,104,0,0,0,11,55
2023-01-21 11:00,0,0,0,0,11,0
2023-01-21 12:00,86,0,0,0,18,30
2023-01-21 13:00,269,17,0,72,12,56
2023-01-21 14:00,190,15,22,40,14,65
2023-01-21 15:00,110,11,0,43,18,0
2023-01-21 16:00,67,30,0,0,11,0
2023-01-21 17:00,92,31,0,11,12,0
2023-01-21 18:00,87,27,0,0,27,0
2023-01-21 19:00,63,18,0,0,8,0
2023-01-21 20:00,75,32,0,0,9,0
2023-01-21 21:00,92,32,0,0,26,0
2023-01-21 22:00,78,32,0,0,10,0
2023-01-21 23:00,86,32,0,0,19,0
2023-01-22 00:00,67,29,0,0,1,0
2023-01-22 01:00,95,32,0,0,26,0
2023-01-22 02:00,124,12,0,0,8,47
2023-01-22 03:00,72,16,0,0,0,0
2023-01-22 04:00,133,14,0,0,29,44
2023-01-22 05:00,0,0,0,0,9,0
2023-01-22 06:00,0,0,0,0,7,0
2023-01-22 07:00,0,0,0,0,24,0
2023-01-22 08:00,0,0,0,0,5,0
2023-01-22 09:00,404,0,235,0,14,118
2023-01-22 10:00,334,0,189,0,21,89
2023-01-22 11:00,0,0,13,18,1,0
2023-01-22 12:00,229,0,0,0,19,172
2023-01-22 13:00,245,9,0,0,14,181
2023-01-22 14:00,153,15,0,0,1,75
2023-01-22 15:00,185,0,0,0,15,122
2023-01-22 16:00,293,0,0,0,10,235
2023-01-22 17:00,251,33,0,0,16,156
2023-01-22 18:00,96,15,0,0,13,23
2023-01-22 19:00,345,32,0,0,0,261
2023-01-22 20:00,337,9,0,0,28,254
2023-01-22 21:00,302,6,0,0,0,246
2023-01-22 22:00,520,15,0,140,28,288
2023-01-22 23:00,198,14,0,21,0,121
2023-01-23 00:00,300,30,0,111,31,78
2023-01-23 01:00,141,15,0,0,0,69
2023-01-23 02:00,200,11,0,0,22,99
2023-01-23 03:00,274,11,0,17,2,176
2023-01-23 04:00,253,11,0,16,3,159
2023-01-23 05:00,0,11,62,0,30,0
2023-01-23 06:00,0,0,0,0,0,0
2023-01-23 07:00,0,0,0,0,26,0
2023-01-23 08:00,0,0,0,0,6,0
2023-01-23 09:00,389,0,0,0,12,323
2023-01-23 10:00,792,0,0,0,17,724
2023-01-23 11:00,0,0,0,0,22,0
2023-01-23 12:00,292,1,0,0,0,249
2023-01-23 13:00,388,15,0,40,26,263
2023-01-23 14:00,309,0,0,0,1,261
2023-01-23 15:00,257,0,0,0,5,204
2023-01-23 16:00,310,0,0,0,25,240
2023-01-23 17:00,223,13,0,38,0,122
2023-01-23 18:00,511,12,0,245,38,175
2023-01-23 19:00,247,13,0,0,0,184
2023-01-23 20:00,235,29,0,0,36,134
2023-01-23 21:00,254,32,0,0,1,181
2023-01-23 22:00,193,17,0,0,25,106
2023-01-23 23:00,222,29,0,0,14,130
2023-01-24 00:00,227,31,0,4,8,140
2023-01-24 01:00,211,32,0,0,10,122
2023-01-24 02:00,185,12,0,0,8,120
2023-01-24 03:00,173,14,0,0,12,106
2023-01-24 04:00,243,14,0,0,6,178
2023-01-24 05:00,0,13,251,0,27,0
2023-01-24 06:00,0,18,21,0,7,0
2023-01-24 07:00,0,18,0,0,5,0
2023-01-24 08:00,0,18,0,0,21,0
2023-01-24 09:00,332,18,0,0,0,287
2023-01-24 10:00,272,18,0,0,10,218
2023-01-24 11:00,0,18,0,0,8,0
2023-01-24 12:00,355,18,0,0,2,307
2023-01-24 13:00,333,31,0,0,15,232
2023-01-24 14:00,387,32,0,18,23,284
2023-01-24 15:00,274,34,0,0,0,208
2023-01-24 16:00,158,2,0,0,33,84
2023-01-24 17:00,84,30,0,0,0,0
2023-01-24 18:00,413,32,0,256,0,74
2023-01-24 19:00,174,30,0,0,16,79
2023-01-24 20:00,110,1,0,0,10,66
2023-01-24 21:00,64,0,0,0,38,0
2023-01-24 22:00,46,0,0,0,0,14
2023-01-24 23:00,32,0,0,0,0,0
2023-01-25 00:00,58,0,0,0,31,0
2023-01-25 01:00,109,0,0,0,4,74
2023-01-25 02:00,31,0,0,0,0,0
2023-01-25 03:00,139,0,0,0,37,77
2023-01-25 04:00,162,0,0,0,5,125
2023-01-25 05:00,0,0,0,0,0,0
2023-01-25 06:00,0,0,0,0,5,0
2023-01-25 07:00,0,0,0,0,37,0
2023-01-25 08:00,0,0,0,0,12,0
2023-01-25 09:00,258,0,0,0,0,225
2023-01-25 10:00,826,0,0,0,3,790
2023-01-25 11:00,0,0,0,0,10,0
2023-01-25 12:00,403,0,0,0,14,358
2023-01-25 13:00,207,0,0,0,26,153
2023-01-25 14:00,284,0,0,0,11,242
2023-01-25 15:00,247,0,0,0,0,214
2023-01-25 16:00,271,0,0,0,1,239
2023-01-25 17:00,182,0,0,0,6,145
2023-01-25 18:00,41,0,0,0,10,0
2023-01-25 19:00,139,0,0,0,25,85
2023-01-25 20:00,130,0,0,0,19,82
2023-01-25 21:00,34,0,0,0,4,0
2023-01-25 22:00,96,0,0,0,11,54
2023-01-25 23:00,325,0,0,0,0,288
2023-01-26 00:00,186,13,0,0,33,114
2023-01-26 01:00,79,30,0,0,1,0
2023-01-26 02:00,354,13,0,171,3,121
2023-01-26 03:00,138,13,0,6,28,53
2023-01-26 04:00,293,11,0,6,0,231
2023-01-26 05:00,0,11,0,0,26,0
