time,power1,TV,washing_drying,kitchen appliances,fridge,heating
2023-01-10 02:00,433,18,0,0,25,320
2023-01-10 03:00,249,19,0,0,24,120
2023-01-10 04:00,121,18,0,0,4,15
2023-01-10 05:00,94,18,0,0,0,15
2023-01-10 06:00,0,0,0,0,0,0
2023-01-10 07:00,0,0,0,0,0,0
2023-01-10 08:00,82,0,0,0,8,16
2023-01-10 09:00,325,0,0,0,25,166
2023-01-10 10:00,260,0,0,0,25,157
2023-01-10 11:00,244,0,0,0,14,151
2023-01-10 12:00,213,0,0,0,0,135
2023-01-10 13:00,210,0,0,0,0,133
2023-01-10 14:00,220,0,0,0,0,134
2023-01-10 15:00,211,17,0,0,11,114
2023-01-10 16:00,128,18,0,106,24,0
2023-01-10 17:00,90,19,0,0,24,0
2023-01-10 18:00,34,0,0,0,1,0
2023-01-10 19:00,35,0,0,0,0,0
2023-01-10 20:00,335,0,0,0,0,305
2023-01-10 21:00,34,0,0,0,0,0
2023-01-10 22:00,218,16,152,0,21,0
2023-01-10 23:00,80,17,9,0,27,0
2023-01-11 00:00,542,14,0,271,19,137
2023-01-11 01:00,145,0,0,24,1,0
2023-01-11 02:00,451,18,0,0,0,352
2023-01-11 03:00,433,18,0,0,0,337
2023-01-11 04:00,437,19,0,0,3,336
2023-01-11 05:00,462,17,0,0,21,348
2023-01-11 06:00,94,0,0,0,25,28
2023-01-11 07:00,52,0,0,0,19,0
2023-01-11 08:00,38,0,0,0,2,0
2023-01-11 09:00,36,0,0,0,0,0
2023-01-11 10:00,36,0,0,0,0,0
2023-01-11 11:00,39,0,0,0,3,0
2023-01-11 12:00,195,0,0,33,26,0
2023-01-11 13:00,54,0,0,0,25,0
2023-01-11 14:00,45,0,0,0,14,0
2023-01-11 15:00,43,0,0,0,0,0
2023-01-11 16:00,77,18,0,0,0,0
2023-01-11 17:00,54,19,0,0,2,0
2023-01-11 18:00,52,1,0,0,22,0
2023-01-11 19:00,55,0,0,0,25,0
2023-01-11 20:00,445,0,99,0,9,311
2023-01-11 21:00,357,0,0,0,1,325
2023-01-11 22:00,53,18,0,0,2,0
2023-01-11 23:00,43,9,0,0,2,0
2023-01-12 00:00,286,1,0,233,22,2
2023-01-12 01:00,143,0,0,15,25,0
2023-01-12 02:00,463,20,0,0,25,321
2023-01-12 03:00,211,0,0,0,6,101
2023-01-12 04:00,132,0,0,0,2,20
2023-01-12 05:00,157,0,80,9,1,0
2023-01-12 06:00,93,9,28,4,11,35
2023-01-12 07:00,58,0,0,0,25,0
2023-01-12 08:00,61,0,0,0,21,5
2023-01-12 09:00,56,0,0,0,4,13
2023-01-12 10:00,81,0,0,0,0,0
2023-01-12 11:00,56,0,0,0,0,14
2023-01-12 12:00,57,0,0,0,6,0
2023-01-12 13:00,69,0,0,0,16,15
2023-01-12 14:00,69,10,0,0,25,0
2023-01-12 15:00,118,18,0,0,15,12
2023-01-12 16:00,360,0,322,0,0,0
2023-01-12 17:00,80,0,47,0,2,0
2023-01-12 18:00,34,0,0,0,0,0
2023-01-12 19:00,44,0,0,0,12,0
2023-01-12 20:00,362,0,0,0,25,310
2023-01-12 21:00,363,0,0,0,26,312
2023-01-12 22:00,66,13,0,0,21,0
2023-01-12 23:00,64,18,0,0,4,0
2023-01-13 00:00,231,0,0,55,3,76
2023-01-13 01:00,268,0,0,25,0,109
2023-01-13 02:00,453,19,0,0,11,365
2023-01-13 03:00,454,18,0,0,25,365
2023-01-13 04:00,454,20,0,0,18,369
2023-01-13 05:00,95,0,0,0,1,45
2023-01-13 06:00,91,0,0,0,0,43
2023-01-13 07:00,79,0,0,0,0,34
2023-01-13 08:00,90,0,0,0,24,28
2023-01-13 09:00,98,0,0,0,25,34
2023-01-13 10:00,88,0,0,0,12,35
2023-01-13 11:00,79,0,0,0,0,34
2023-01-13 12:00,79,0,0,0,0,35
2023-01-13 13:00,102,0,0,0,0,48
2023-01-13 14:00,123,7,0,0,16,47
2023-01-13 15:00,147,17,0,0,25,47
2023-01-13 16:00,101,0,0,0,12,9
2023-01-13 17:00,350,0,269,37,12,0
2023-01-13 18:00,64,20,0,0,0,0
2023-01-13 19:00,63,19,0,0,0,0
2023-01-13 20:00,379,18,0,0,22,302
2023-01-13 21:00,963,18,0,0,25,310
2023-01-13 22:00,124,18,0,0,5,0
2023-01-13 23:00,210,19,0,1,1,85
2023-01-14 00:00,252,20,0,0,0,128
2023-01-14 01:00,102,13,0,0,4,0
2023-01-14 02:00,483,18,0,0,23,350
2023-01-14 03:00,483,20,0,5,26,349
2023-01-14 04:00,147,19,0,12,18,33
2023-01-14 05:00,71,0,0,0,1,27
2023-01-14 06:00,58,0,0,0,0,17
2023-01-14 07:00,56,0,0,0,0,16
2023-01-14 08:00,78,0,0,0,1,32
2023-01-14 09:00,91,0,0,0,19,30
2023-01-14 10:00,100,0,0,0,25,34
2023-01-14 11:00,82,0,0,0,23,21
2023-01-14 12:00,110,0,0,0,13,31
2023-01-14 13:00,89,19,0,0,0,9
2023-01-14 14:00,121,17,0,0,0,9
2023-01-14 15:00,89,18,0,0,0,8
2023-01-14 16:00,32,0,0,0,0,0
2023-01-14 17:00,40,0,0,0,8,0
2023-01-14 18:00,52,0,0,0,22,0
2023-01-14 19:00,54,0,0,0,25,0
2023-01-14 20:00,354,0,0,0,25,305
2023-01-14 21:00,453,0,0,92,22,320
2023-01-14 22:00,95,20,0,0,7,0
2023-01-14 23:00,128,18,0,66,0,0
2023-01-15 00:00,303,8,0,300,1,12
2023-01-15 01:00,159,0,0,24,3,8
2023-01-15 02:00,408,18,0,0,15,320
2023-01-15 03:00,102,19,0,0,25,0
2023-01-15 04:00,106,19,0,0,24,0
2023-01-15 05:00,78,11,0,0,11,6
2023-01-15 06:00,37,0,0,0,0,0
2023-01-15 07:00,37,0,0,0,0,0
2023-01-15 08:00,43,0,0,0,7,0
2023-01-15 09:00,58,0,0,0,26,0
2023-01-15 10:00,57,0,0,0,25,0
2023-01-15 11:00,48,0,0,0,14,0
2023-01-15 12:00,57,0,0,0,0,0
2023-01-15 13:00,109,21,0,105,0,0
2023-01-15 14:00,248,19,0,0,1,150
2023-01-15 15:00,268,0,0,0,19,138
2023-01-15 16:00,314,11,26,0,25,159
2023-01-15 17:00,56,0,0,0,19,0
2023-01-15 18:00,60,0,0,0,1,0
2023-01-15 19:00,55,0,0,40,0,0
2023-01-15 20:00,357,0,0,37,1,307
2023-01-15 21:00,386,21,0,0,17,314
2023-01-15 22:00,54,0,0,0,25,0
2023-01-15 23:00,54,0,0,0,24,0
2023-01-16 00:00,789,0,0,622,15,4
2023-01-16 01:00,75,0,0,14,23,0
2023-01-16 02:00,409,0,0,15,24,315
2023-01-16 03:00,411,19,0,0,16,315
2023-01-16 04:00,398,17,0,0,0,315
2023-01-16 05:00,400,20,0,0,0,315
2023-01-16 06:00,92,18,0,0,8,0
2023-01-16 07:00,65,0,0,0,26,0
2023-01-16 08:00,57,0,0,0,24,0
2023-01-16 09:00,47,0,0,0,13,0
2023-01-16 10:00,38,0,0,0,1,0
2023-01-16 11:00,37,0,0,0,0,0
2023-01-16 12:00,38,0,0,0,0,0
2023-01-16 13:00,41,0,0,0,5,0
2023-01-16 14:00,102,0,0,48,21,0
2023-01-16 15:00,97,17,0,0,25,0
2023-01-16 16:00,126,0,27,0,17,0
2023-01-16 17:00,140,0,0,63,13,1
2023-01-16 18:00,78,17,0,0,0,0
2023-01-16 19:00,51,0,0,0,0,13
2023-01-16 20:00,388,18,0,0,24,309
2023-01-16 21:00,379,0,0,7,26,311
2023-01-16 22:00,62,18,0,0,15,0
2023-01-16 23:00,75,19,0,0,14,0
2023-01-17 00:00,57,0,0,0,25,0
2023-01-17 01:00,56,0,0,0,25,0
2023-01-17 02:00,375,0,0,0,24,324
2023-01-17 03:00,54,0,0,0,24,0
2023-01-17 04:00,52,0,0,0,23,0
2023-01-17 05:00,103,19,0,0,14,0
2023-01-17 06:00,87,19,0,0,5,0
2023-01-17 07:00,69,20,0,0,1,0
2023-01-17 08:00,37,0,0,0,0,0
2023-01-17 09:00,37,0,0,0,0,0
2023-01-17 10:00,38,0,0,0,0,0
2023-01-17 11:00,37,0,0,0,0,0
2023-01-17 12:00,43,0,0,0,6,0
2023-01-17 13:00,52,0,0,0,18,0
2023-01-17 14:00,277,18,0,220,26,2
2023-01-17 15:00,134,21,0,0,26,8
2023-01-17 16:00,79,20,0,0,25,4
2023-01-17 17:00,54,0,0,0,25,0
2023-01-17 18:00,49,0,0,0,19,0
2023-01-17 19:00,36,0,0,0,4,0
2023-01-17 20:00,344,0,0,0,0,313
2023-01-17 21:00,347,0,0,0,0,316
2023-01-17 22:00,35,0,0,0,2,0
2023-01-17 23:00,34,0,0,0,0,0
2023-01-18 00:00,42,0,0,0,9,0
2023-01-18 01:00,52,0,0,0,22,0
2023-01-18 02:00,428,0,0,0,25,319
2023-01-18 03:00,424,17,0,1,25,318
2023-01-18 04:00,587,18,0,0,24,0
2023-01-18 05:00,98,18,0,0,11,0
2023-01-18 06:00,41,0,0,0,6,0
2023-01-18 07:00,37,0,0,0,1,0
2023-01-18 08:00,36,0,0,0,0,0
2023-01-18 09:00,62,0,0,39,0,1
2023-01-18 10:00,37,0,0,0,0,0
2023-01-18 11:00,37,0,0,0,0,0
2023-01-18 12:00,41,0,0,0,4,0
2023-01-18 13:00,80,13,0,32,20,0
2023-01-18 14:00,87,3,0,47,25,1
2023-01-18 15:00,445,20,299,0,25,20
2023-01-18 16:00,169,1,61,0,24,9
2023-01-18 17:00,74,0,0,14,23,9
2023-01-18 18:00,72,19,0,14,10,0
2023-01-18 19:00,86,19,0,60,0,0
2023-01-18 20:00,353,17,0,0,1,306
2023-01-18 21:00,385,20,29,0,0,308
2023-01-18 22:00,320,0,268,0,0,11
2023-01-18 23:00,186,0,0,0,4,100
2023-01-19 00:00,182,0,0,244,15,1
2023-01-19 01:00,191,1,0,12,22,0
2023-01-19 02:00,425,18,0,0,24,315
2023-01-19 03:00,416,20,0,0,24,312
2023-01-19 04:00,406,20,0,0,11,314
2023-01-19 05:00,414,19,0,0,1,328
2023-01-19 06:00,88,20,0,0,0,0
2023-01-19 07:00,38,0,0,0,0,0
2023-01-19 08:00,40,0,0,0,3,0
2023-01-19 09:00,51,0,0,0,19,0
2023-01-19 10:00,56,0,0,0,26,0
2023-01-19 11:00,56,0,0,0,24,0
2023-01-19 12:00,46,0,0,0,13,0
2023-01-19 13:00,161,0,0,0,1,0
2023-01-19 14:00,310,19,26,0,1,15
2023-01-19 15:00,320,19,40,0,0,15
2023-01-19 16:00,110,21,0,0,0,0
2023-01-19 17:00,83,7,0,48,16,15
2023-01-19 18:00,145,19,0,0,14,73
2023-01-19 19:00,137,20,0,0,25,58
2023-01-19 20:00,343,0,0,0,25,306
2023-01-19 21:00,343,0,0,0,18,312
2023-01-19 22:00,22,0,0,0,3,0
2023-01-19 23:00,43,20,0,0,0,0
2023-01-20 00:00,101,19,0,51,0,0
2023-01-20 01:00,168,23,0,0,1,0
2023-01-20 02:00,112,18,0,0,0,33
2023-01-20 03:00,102,17,0,0,6,0
2023-01-20 04:00,95,19,0,0,25,0
2023-01-20 05:00,184,4,90,0,25,8
2023-01-20 06:00,422,0,63,0,17,0
2023-01-20 07:00,39,0,0,0,4,0
2023-01-20 08:00,37,0,0,0,0,0
2023-01-20 09:00,37,0,0,0,1,0
2023-01-20 10:00,37,0,0,0,0,0
2023-01-20 11:00,37,0,0,0,0,0
2023-01-20 12:00,48,0,0,5,7,0
2023-01-20 13:00,98,3,0,37,18,21
2023-01-20 14:00,88,21,0,0,26,0
2023-01-20 15:00,70,17,0,0,24,0
2023-01-20 16:00,42,0,0,0,8,0
2023-01-20 17:00,144,0,0,110,2,1
2023-01-20 18:00,91,0,0,0,5,0
2023-01-20 19:00,59,0,0,24,7,6
2023-01-20 20:00,369,22,0,0,7,312
2023-01-20 21:00,374,22,0,0,3,320
2023-01-20 22:00,35,0,0,0,0,0
2023-01-20 23:00,35,0,0,0,1,0
2023-01-21 00:00,304,0,27,229,2,14
2023-01-21 01:00,110,13,0,15,2,0
2023-01-21 02:00,432,19,0,14,2,321
2023-01-21 03:00,786,0,0,0,1,315
2023-01-21 04:00,65,20,0,0,1,0
2023-01-21 05:00,50,0,0,0,6,0
2023-01-21 06:00,63,0,0,0,13,0
2023-01-21 07:00,52,0,0,0,18,0
2023-01-21 08:00,55,0,0,0,22,0
2023-01-21 09:00,56,0,0,0,23,0
2023-01-21 10:00,56,0,0,0,23,0
2023-01-21 11:00,75,19,0,0,23,0
2023-01-21 12:00,54,0,0,0,21,1
2023-01-21 13:00,67,20,0,0,16,0
2023-01-21 14:00,171,22,0,147,19,1
2023-01-21 15:00,101,19,0,0,15,9
2023-01-21 16:00,40,0,0,0,6,1
2023-01-21 17:00,40,0,0,0,6,0
2023-01-21 18:00,36,0,0,0,2,0
2023-01-21 19:00,36,0,0,0,1,0
2023-01-21 20:00,349,0,0,0,0,317
2023-01-21 21:00,349,0,0,0,0,318
2023-01-21 22:00,126,19,0,63,11,0
2023-01-21 23:00,51,0,0,0,20,0
2023-01-22 00:00,104,0,0,25,25,0
2023-01-22 01:00,161,18,0,0,24,0
2023-01-22 02:00,415,20,0,0,24,314
2023-01-22 03:00,397,19,0,0,10,312
2023-01-22 04:00,82,18,0,0,1,0
2023-01-22 05:00,47,0,0,0,0,0
2023-01-22 06:00,46,0,0,0,0,0
2023-01-22 07:00,167,0,0,0,0,102
2023-01-22 08:00,157,0,0,0,0,93
2023-01-22 09:00,153,0,0,0,0,91
2023-01-22 10:00,142,0,0,0,0,83
2023-01-22 11:00,146,0,0,0,4,83
2023-01-22 12:00,149,0,0,0,17,76
2023-01-22 13:00,176,0,0,0,27,77
2023-01-22 14:00,713,0,0,0,24,313
2023-01-22 15:00,545,15,0,0,25,134
2023-01-22 16:00,235,21,156,0,21,0
2023-01-22 17:00,417,19,38,13,1,319
2023-01-22 18:00,491,19,0,3,0,317
2023-01-22 19:00,460,17,0,12,2,316
2023-01-22 20:00,419,0,0,11,15,311
2023-01-22 21:00,375,0,0,0,26,305
2023-01-22 22:00,627,18,0,42,25,0
2023-01-22 23:00,76,19,0,0,25,0
2023-01-23 00:00,157,0,0,117,16,0
2023-01-23 01:00,98,20,0,0,3,0
2023-01-23 02:00,414,17,0,0,0,353
2023-01-23 03:00,91,18,0,0,7,0
2023-01-23 04:00,556,17,113,0,8,348
2023-01-23 05:00,121,17,0,0,23,16
2023-01-23 06:00,82,1,0,0,25,17
2023-01-23 07:00,98,0,0,0,27,30
2023-01-23 08:00,93,0,0,0,11,16
2023-01-23 09:00,82,0,0,0,0,15
2023-01-23 10:00,73,0,0,0,3,27
2023-01-23 11:00,69,0,0,0,15,16
2023-01-23 12:00,158,0,0,78,24,16
2023-01-23 13:00,82,19,0,0,25,0
2023-01-23 14:00,53,0,0,0,23,0
2023-01-23 15:00,54,0,0,0,26,0
2023-01-23 16:00,54,0,0,0,25,0
2023-01-23 17:00,54,0,0,0,24,0
2023-01-23 18:00,45,0,0,0,14,0
2023-01-23 19:00,38,0,0,0,7,0
2023-01-23 20:00,328,0,0,0,2,298
2023-01-23 21:00,331,0,0,0,1,301
2023-01-23 22:00,34,0,0,0,0,0
2023-01-23 23:00,34,0,0,0,0,0
2023-01-24 00:00,38,0,0,0,5,0
2023-01-24 01:00,49,0,0,0,19,0
2023-01-24 02:00,328,0,0,0,24,277
2023-01-24 03:00,53,0,0,0,25,0
2023-01-24 04:00,44,0,0,0,13,0
2023-01-24 05:00,34,0,0,0,1,0
2023-01-24 06:00,34,0,0,0,1,0
2023-01-24 07:00,34,0,0,0,0,0
2023-01-24 08:00,35,0,0,0,2,0
2023-01-24 09:00,46,0,0,0,16,0
2023-01-24 10:00,55,0,0,0,26,0
2023-01-24 11:00,54,0,0,0,25,0
2023-01-24 12:00,40,0,0,0,7,0
2023-01-24 13:00,35,0,0,0,1,0
2023-01-24 14:00,34,0,0,0,0,0
2023-01-24 15:00,35,0,0,0,2,0
2023-01-24 16:00,41,0,0,0,8,0
2023-01-24 17:00,54,0,0,0,25,0
2023-01-24 18:00,54,0,0,0,25,0
2023-01-24 19:00,43,0,0,0,12,0
2023-01-24 20:00,341,0,0,0,3,309
2023-01-24 21:00,33,0,0,0,1,0
2023-01-24 22:00,36,0,0,0,4,0
2023-01-24 23:00,38,0,0,0,5,0
2023-01-25 00:00,52,0,0,0,23,0
2023-01-25 01:00,54,0,0,0,25,0
2023-01-25 02:00,46,0,0,0,15,0
2023-01-25 03:00,36,0,0,0,3,0
2023-01-25 04:00,36,0,0,0,2,0
2023-01-25 05:00,37,0,0,0,4,0
2023-01-25 06:00,42,0,0,0,12,0
2023-01-25 07:00,54,0,0,0,24,0
2023-01-25 08:00,53,0,0,0,23,0
2023-01-25 09:00,36,0,0,0,4,0
2023-01-25 10:00,35,0,0,0,2,0
2023-01-25 11:00,36,0,0,0,2,0
2023-01-25 12:00,36,0,0,0,3,0
2023-01-25 13:00,53,0,0,0,22,0
2023-01-25 14:00,54,0,0,0,25,0
2023-01-25 15:00,43,0,0,0,12,0
2023-01-25 16:00,36,0,0,0,4,0
2023-01-25 17:00,35,0,0,0,2,0
2023-01-25 18:00,35,0,0,0,2,0
2023-01-25 19:00,46,0,0,0,14,0
2023-01-25 20:00,362,0,0,0,26,311
2023-01-25 21:00,52,0,0,0,22,0
2023-01-25 22:00,58,0,0,0,3,0
2023-01-25 23:00,267,19,104,0,4,6
2023-01-26 00:00,81,0,0,21,4,8
2023-01-26 01:00,168,20,0,80,5,0
2023-01-26 02:00,250,18,27,83,9,0
2023-01-26 03:00,423,19,63,0,26,212
2023-01-26 04:00,565,0,0,0,25,0
2023-01-26 05:00,39,0,0,0,5,0
