time,power1,TV,washing_drying,kitchen appliances,fridge,heating
2023-01-09 22:00,267,13,0,171,26,2
2023-01-09 23:00,271,13,0,0,1,86
2023-01-10 00:00,149,0,0,0,0,88
2023-01-10 01:00,139,0,0,0,7,92
2023-01-10 02:00,165,0,0,0,26,94
2023-01-10 03:00,154,0,0,0,9,97
2023-01-10 04:00,130,0,0,0,0,97
2023-01-10 05:00,159,0,0,0,14,99
2023-01-10 06:00,57,0,0,0,0,3
2023-01-10 07:00,70,0,0,0,25,6
2023-01-10 08:00,67,0,0,0,0,2
2023-01-10 09:00,435,2,0,0,0,401
2023-01-10 10:00,544,3,0,0,22,485
2023-01-10 11:00,545,2,0,0,25,492
2023-01-10 12:00,270,2,0,0,2,238
2023-01-10 13:00,48,3,0,0,0,3
2023-01-10 14:00,56,14,0,0,11,3
2023-01-10 15:00,621,15,359,0,25,95
2023-01-10 16:00,218,2,61,0,14,97
2023-01-10 17:00,133,3,0,0,0,98
2023-01-10 18:00,150,2,0,0,0,100
2023-01-10 19:00,162,2,0,0,25,102
2023-01-10 20:00,68,2,0,0,26,3
2023-01-10 21:00,58,3,0,0,0,3
2023-01-10 22:00,41,2,0,0,0,3
2023-01-10 23:00,68,2,0,0,20,3
2023-01-11 00:00,245,16,0,0,26,95
2023-01-11 01:00,152,10,0,0,9,95
2023-01-11 02:00,146,3,0,0,0,96
2023-01-11 03:00,148,2,0,0,6,100
2023-01-11 04:00,157,2,0,0,25,101
2023-01-11 05:00,0,0,0,0,0,0
2023-01-11 06:00,61,3,0,0,24,3
2023-01-11 07:00,36,3,0,0,0,3
2023-01-11 08:00,50,2,0,0,0,3
2023-01-11 09:00,56,2,0,0,25,3
2023-01-11 10:00,302,3,0,0,25,235
2023-01-11 11:00,263,2,0,0,0,228
2023-01-11 12:00,422,2,0,0,0,336
2023-01-11 13:00,575,1,0,0,20,526
2023-01-11 14:00,302,0,0,0,25,255
2023-01-11 15:00,288,0,0,0,0,246
2023-01-11 16:00,32,0,0,0,0,3
2023-01-11 17:00,168,0,0,0,11,105
2023-01-11 18:00,100,0,0,0,25,3
2023-01-11 19:00,157,0,0,0,25,102
2023-01-11 20:00,147,0,0,0,0,103
2023-01-11 21:00,43,0,0,0,0,4
2023-01-11 22:00,73,0,0,0,24,5
2023-01-11 23:00,58,0,0,0,25,3
2023-01-12 00:00,43,0,0,0,8,2
2023-01-12 01:00,90,14,0,0,0,3
2023-01-12 02:00,68,14,0,0,5,2
2023-01-12 03:00,186,14,0,0,25,103
2023-01-12 04:00,71,14,0,0,22,3
2023-01-12 05:00,39,2,0,0,0,3
2023-01-12 06:00,29,3,0,0,0,3
2023-01-12 07:00,56,2,0,0,25,3
2023-01-12 08:00,75,2,0,0,25,3
2023-01-12 09:00,37,2,0,0,0,2
2023-01-12 10:00,51,3,0,0,0,3
2023-01-12 11:00,170,2,0,0,24,106
2023-01-12 12:00,306,2,0,0,25,255
2023-01-12 13:00,519,3,0,0,0,481
2023-01-12 14:00,528,3,0,0,0,491
2023-01-12 15:00,72,2,0,0,13,3
2023-01-12 16:00,72,2,0,0,26,3
2023-01-12 17:00,179,18,0,0,25,103
2023-01-12 18:00,150,17,0,0,0,103
2023-01-12 19:00,35,2,0,0,0,3
2023-01-12 20:00,59,2,0,0,12,3
2023-01-12 21:00,65,2,0,0,25,3
2023-01-12 22:00,70,3,0,0,22,3
2023-01-12 23:00,171,3,14,15,0,102
2023-01-13 00:00,568,2,41,366,0,101
2023-01-13 01:00,324,16,0,148,25,103
2023-01-13 02:00,104,25,0,0,26,3
2023-01-13 03:00,169,12,0,0,0,104
2023-01-13 04:00,34,3,0,0,0,3
2023-01-13 05:00,67,3,0,0,17,3
2023-01-13 06:00,61,2,0,0,25,3
2023-01-13 07:00,59,2,0,0,21,3
2023-01-13 08:00,38,3,0,0,0,3
2023-01-13 09:00,35,2,0,0,0,2
2023-01-13 10:00,87,2,0,0,25,3
2023-01-13 11:00,68,3,0,0,26,2
2023-01-13 12:00,310,3,0,0,0,261
2023-01-13 13:00,362,16,0,0,0,305
2023-01-13 14:00,651,2,0,0,20,587
2023-01-13 15:00,427,3,0,0,26,358
2023-01-13 16:00,71,14,0,0,11,3
2023-01-13 17:00,474,15,0,296,0,104
2023-01-13 18:00,511,17,0,0,0,2
2023-01-13 19:00,378,16,0,0,24,104
2023-01-13 20:00,158,15,0,0,25,72
2023-01-13 21:00,53,16,0,0,0,3
2023-01-13 22:00,97,17,0,0,0,2
2023-01-13 23:00,67,16,0,0,7,3
2023-01-14 00:00,481,16,0,0,26,359
2023-01-14 01:00,449,6,0,0,23,359
2023-01-14 02:00,239,17,0,74,0,95
2023-01-14 03:00,153,16,0,0,0,98
2023-01-14 04:00,158,3,0,0,24,97
2023-01-14 05:00,152,2,0,0,26,101
2023-01-14 06:00,153,2,0,0,6,103
2023-01-14 07:00,361,3,0,0,0,329
2023-01-14 08:00,332,2,0,0,1,293
2023-01-14 09:00,348,2,0,0,25,297
2023-01-14 10:00,351,3,0,0,25,304
2023-01-14 11:00,359,3,0,0,0,316
2023-01-14 12:00,339,2,0,0,0,309
2023-01-14 13:00,164,2,0,0,19,26
2023-01-14 14:00,168,3,0,0,26,104
2023-01-14 15:00,50,2,0,0,0,3
2023-01-14 16:00,87,16,0,0,0,3
2023-01-14 17:00,122,18,0,48,7,3
2023-01-14 18:00,107,26,0,0,26,2
2023-01-14 19:00,178,10,0,0,25,107
2023-01-14 20:00,84,10,0,0,0,27
2023-01-14 21:00,276,25,0,193,0,3
2023-01-14 22:00,72,10,0,0,3,3
2023-01-14 23:00,368,13,0,0,25,258
2023-01-15 00:00,657,22,0,169,25,361
2023-01-15 01:00,347,15,0,0,0,238
2023-01-15 02:00,180,11,22,0,0,99
2023-01-15 03:00,162,11,0,0,14,102
2023-01-15 04:00,184,11,0,0,26,103
2023-01-15 05:00,280,7,0,0,14,230
2023-01-15 06:00,268,2,0,0,0,229
2023-01-15 07:00,281,3,0,0,16,236
2023-01-15 08:00,61,2,0,0,25,3
2023-01-15 09:00,162,2,0,0,12,105
2023-01-15 10:00,138,3,0,0,0,105
2023-01-15 11:00,224,3,0,80,15,78
2023-01-15 12:00,59,2,0,0,25,3
2023-01-15 13:00,40,3,0,0,2,2
2023-01-15 14:00,227,3,0,0,0,185
2023-01-15 15:00,309,2,0,0,24,260
2023-01-15 16:00,79,2,0,0,25,2
2023-01-15 17:00,41,3,0,0,0,3
2023-01-15 18:00,51,2,0,0,0,3
2023-01-15 19:00,479,15,0,0,25,3
2023-01-15 20:00,62,17,0,0,7,3
2023-01-15 21:00,165,18,0,0,0,104
2023-01-15 22:00,160,2,0,0,23,105
2023-01-15 23:00,75,2,0,0,25,3
2023-01-16 00:00,55,3,0,0,0,3
2023-01-16 01:00,205,16,0,0,0,102
2023-01-16 02:00,233,16,0,0,24,102
2023-01-16 03:00,213,16,0,0,24,104
2023-01-16 04:00,105,3,0,0,0,3
2023-01-16 05:00,114,2,0,0,6,3
2023-01-16 06:00,72,10,0,0,25,3
2023-01-16 07:00,66,2,0,0,6,3
2023-01-16 08:00,47,3,0,0,0,3
2023-01-16 09:00,62,2,0,0,23,2
2023-01-16 10:00,75,2,0,0,26,3
2023-01-16 11:00,41,3,0,0,0,2
2023-01-16 12:00,54,2,0,0,0,3
2023-01-16 13:00,89,2,0,0,25,15
2023-01-16 14:00,500,16,266,39,25,107
2023-01-16 15:00,645,14,310,0,0,269
2023-01-16 16:00,910,14,225,118,7,365
2023-01-16 17:00,434,15,37,51,25,266
2023-01-16 18:00,52,14,0,0,4,2
2023-01-16 19:00,52,14,0,0,0,3
2023-01-16 20:00,467,13,252,0,20,96
2023-01-16 21:00,211,15,0,0,26,95
2023-01-16 22:00,135,0,0,0,0,97
2023-01-16 23:00,139,0,0,0,0,100
2023-01-17 00:00,158,0,0,0,24,102
2023-01-17 01:00,398,0,0,0,25,337
2023-01-17 02:00,368,11,0,0,0,298
2023-01-17 03:00,360,4,0,0,0,277
2023-01-17 04:00,383,11,0,0,25,273
2023-01-17 05:00,147,11,0,0,26,35
2023-01-17 06:00,146,10,0,0,0,44
2023-01-17 07:00,354,11,0,0,0,282
2023-01-17 08:00,398,2,0,0,24,324
2023-01-17 09:00,400,2,0,0,25,334
2023-01-17 10:00,96,2,0,0,0,44
2023-01-17 11:00,84,3,0,0,0,17
2023-01-17 12:00,75,2,0,0,25,3
2023-01-17 13:00,105,17,0,0,26,3
2023-01-17 14:00,721,17,318,300,0,3
2023-01-17 15:00,390,17,0,195,0,105
2023-01-17 16:00,375,15,64,99,25,96
2023-01-17 17:00,164,0,10,0,25,99
2023-01-17 18:00,145,0,0,0,0,102
2023-01-17 19:00,149,13,0,0,0,103
2023-01-17 20:00,85,0,0,0,25,3
2023-01-17 21:00,103,14,0,0,25,11
2023-01-17 22:00,81,0,4,0,0,3
2023-01-17 23:00,529,14,321,0,0,103
2023-01-18 00:00,207,14,0,0,24,94
2023-01-18 01:00,283,14,0,31,25,98
2023-01-18 02:00,223,14,0,0,0,101
2023-01-18 03:00,424,7,0,0,0,358
2023-01-18 04:00,873,11,0,0,21,367
2023-01-18 05:00,518,2,0,0,26,5
2023-01-18 06:00,38,2,0,0,1,3
2023-01-18 07:00,260,3,0,0,0,231
2023-01-18 08:00,424,3,0,0,11,332
2023-01-18 09:00,744,2,0,0,25,238
2023-01-18 10:00,294,2,0,0,13,242
2023-01-18 11:00,311,3,0,0,0,284
2023-01-18 12:00,295,2,0,0,0,264
2023-01-18 13:00,325,2,0,0,24,267
2023-01-18 14:00,80,15,0,8,25,2
2023-01-18 15:00,321,0,0,171,0,104
2023-01-18 16:00,304,0,0,148,0,106
2023-01-18 17:00,78,0,0,5,23,3
2023-01-18 18:00,88,14,0,0,25,3
2023-01-18 19:00,608,12,538,0,0,3
2023-01-18 20:00,139,11,0,0,0,87
2023-01-18 21:00,156,0,0,0,17,103
2023-01-18 22:00,155,14,0,0,26,82
2023-01-18 23:00,124,0,5,0,10,66
2023-01-19 00:00,242,13,0,75,0,98
2023-01-19 01:00,192,14,0,0,1,100
2023-01-19 02:00,160,11,0,0,25,91
2023-01-19 03:00,159,11,0,0,25,94
2023-01-19 04:00,132,3,0,0,0,97
2023-01-19 05:00,130,2,0,0,0,99
2023-01-19 06:00,263,2,0,0,24,214
2023-01-19 07:00,637,3,0,0,25,583
2023-01-19 08:00,625,3,0,0,0,590
2023-01-19 09:00,267,2,0,0,0,239
2023-01-19 10:00,297,2,0,0,19,246
2023-01-19 11:00,62,3,0,0,26,4
2023-01-19 12:00,307,2,0,0,2,276
2023-01-19 13:00,304,14,0,0,0,265
2023-01-19 14:00,61,17,0,0,7,3
2023-01-19 15:00,71,2,0,0,25,2
2023-01-19 16:00,71,8,0,0,17,3
2023-01-19 17:00,290,13,176,36,0,3
2023-01-19 18:00,155,12,40,5,0,3
2023-01-19 19:00,785,14,0,0,24,375
2023-01-19 20:00,554,14,0,0,25,2
2023-01-19 21:00,64,14,0,0,0,2
2023-01-19 22:00,543,0,358,0,0,105
2023-01-19 23:00,184,0,0,0,25,105
2023-01-20 00:00,208,0,0,0,25,107
2023-01-20 01:00,524,14,337,0,0,97
2023-01-20 02:00,249,13,11,39,9,97
2023-01-20 03:00,205,10,0,0,25,102
2023-01-20 04:00,187,10,0,0,11,105
2023-01-20 05:00,144,2,0,0,0,100
2023-01-20 06:00,295,2,0,0,24,236
2023-01-20 07:00,307,2,0,0,26,243
2023-01-20 08:00,550,3,0,0,0,510
2023-01-20 09:00,310,2,0,0,0,268
2023-01-20 10:00,66,2,0,0,24,2
2023-01-20 11:00,52,3,0,0,25,3
2023-01-20 12:00,159,2,0,0,0,106
2023-01-20 13:00,153,2,0,0,2,106
2023-01-20 14:00,74,3,0,0,26,12
2023-01-20 15:00,78,2,0,0,7,10
2023-01-20 16:00,146,2,0,99,0,3
2023-01-20 17:00,216,17,0,128,14,2
2023-01-20 18:00,173,3,0,0,25,105
2023-01-20 19:00,175,2,0,0,4,105
2023-01-20 20:00,45,2,0,0,0,3
2023-01-20 21:00,78,3,0,0,19,2
2023-01-20 22:00,92,2,0,0,25,3
2023-01-20 23:00,78,2,0,0,0,2
2023-01-21 00:00,290,3,0,133,0,98
2023-01-21 01:00,171,16,0,0,13,91
2023-01-21 02:00,638,11,0,0,25,93
2023-01-21 03:00,484,11,0,0,2,356
2023-01-21 04:00,404,3,0,0,0,361
2023-01-21 05:00,163,2,0,0,23,101
2023-01-21 06:00,157,2,0,0,26,104
2023-01-21 07:00,213,3,0,0,0,169
2023-01-21 08:00,271,3,0,0,0,236
2023-01-21 09:00,300,2,0,0,23,242
2023-01-21 10:00,309,2,0,0,26,247
2023-01-21 11:00,296,3,0,0,0,264
2023-01-21 12:00,458,2,0,0,0,374
2023-01-21 13:00,95,16,0,0,17,18
2023-01-21 14:00,96,17,0,0,25,9
2023-01-21 15:00,70,2,0,0,0,16
2023-01-21 16:00,90,2,0,0,0,34
2023-01-21 17:00,423,3,0,0,18,332
2023-01-21 18:00,713,3,0,0,25,376
2023-01-21 19:00,72,15,0,0,0,3
2023-01-21 20:00,247,16,0,0,24,106
2023-01-21 21:00,175,18,0,0,25,66
2023-01-21 22:00,173,16,0,0,10,95
2023-01-21 23:00,21,16,0,0,0,1
2023-01-22 00:00,304,14,19,123,4,96
2023-01-22 01:00,216,17,0,0,24,95
2023-01-22 02:00,488,16,0,0,25,363
2023-01-22 03:00,551,3,0,0,0,510
2023-01-22 04:00,397,2,0,0,0,354
2023-01-22 05:00,415,2,0,0,15,362
2023-01-22 06:00,264,3,0,0,25,204
2023-01-22 07:00,59,2,0,0,19,2
2023-01-22 08:00,323,2,0,0,0,285
2023-01-22 09:00,324,3,0,0,0,284
2023-01-22 10:00,69,3,0,0,24,3
2023-01-22 11:00,70,2,0,0,25,3
2023-01-22 12:00,173,2,0,0,5,108
2023-01-22 13:00,194,18,0,0,0,107
2023-01-22 14:00,92,16,0,0,0,3
2023-01-22 15:00,344,16,0,0,25,248
2023-01-22 16:00,321,16,0,0,12,247
2023-01-22 17:00,814,12,0,443,0,271
2023-01-22 18:00,171,15,0,0,0,107
2023-01-22 19:00,60,0,0,0,24,11
2023-01-22 20:00,163,0,0,0,25,107
2023-01-22 21:00,108,0,0,0,0,49
2023-01-22 22:00,466,0,0,0,0,11
2023-01-22 23:00,173,0,0,0,8,7
2023-01-23 00:00,155,0,0,0,25,13
2023-01-23 01:00,598,14,0,348,25,107
2023-01-23 02:00,445,14,0,0,0,382
2023-01-23 03:00,438,10,0,0,0,358
2023-01-23 04:00,171,11,0,0,25,98
2023-01-23 05:00,165,3,0,0,25,101
2023-01-23 06:00,376,3,0,0,0,336
2023-01-23 07:00,387,2,0,0,0,343
2023-01-23 08:00,319,2,0,0,18,255
2023-01-23 09:00,417,3,0,0,25,353
2023-01-23 10:00,305,3,0,0,2,270
2023-01-23 11:00,145,2,0,0,0,109
2023-01-23 12:00,141,2,0,0,4,106
2023-01-23 13:00,79,17,0,0,25,2
2023-01-23 14:00,102,16,0,0,11,2
2023-01-23 15:00,93,15,0,0,0,3
2023-01-23 16:00,324,3,0,0,4,270
2023-01-23 17:00,445,2,0,0,25,371
2023-01-23 18:00,410,16,0,0,0,336
2023-01-23 19:00,371,3,0,0,0,335
2023-01-23 20:00,399,3,0,0,25,344
2023-01-23 21:00,391,2,0,0,14,348
2023-01-23 22:00,431,17,0,0,0,357
2023-01-23 23:00,412,17,0,0,0,349
2023-01-24 00:00,457,15,0,7,24,353
2023-01-24 01:00,606,15,0,158,25,354
2023-01-24 02:00,214,24,0,0,24,95
2023-01-24 03:00,187,10,0,0,21,98
2023-01-24 04:00,183,1,0,0,14,98
2023-01-24 05:00,450,0,0,0,24,362
2023-01-24 06:00,459,0,0,0,25,364
2023-01-24 07:00,655,0,0,0,0,610
2023-01-24 08:00,390,0,0,0,6,338
2023-01-24 09:00,312,0,0,0,24,243
2023-01-24 10:00,317,0,0,0,25,247
2023-01-24 11:00,580,0,0,0,25,517
2023-01-24 12:00,813,0,350,0,3,430
2023-01-24 13:00,110,14,65,0,0,3
2023-01-24 14:00,63,14,0,0,0,2
2023-01-24 15:00,59,0,0,0,0,3
2023-01-24 16:00,162,14,0,0,1,105
2023-01-24 17:00,677,15,0,328,12,283
2023-01-24 18:00,115,14,0,4,24,3
2023-01-24 19:00,105,25,0,0,25,2
2023-01-24 20:00,117,25,0,0,25,3
2023-01-24 21:00,195,15,0,0,25,101
2023-01-24 22:00,147,0,0,0,9,104
2023-01-24 23:00,141,0,0,0,0,104
2023-01-25 00:00,108,0,0,0,0,59
2023-01-25 01:00,401,0,0,0,0,356
2023-01-25 02:00,599,14,0,0,24,489
2023-01-25 03:00,576,3,0,0,25,495
2023-01-25 04:00,441,10,0,0,21,344
2023-01-25 05:00,144,10,0,0,0,62
2023-01-25 06:00,78,0,0,0,0,50
2023-01-25 07:00,72,0,0,0,5,40
2023-01-25 08:00,329,0,0,0,25,282
2023-01-25 09:00,330,0,0,0,21,274
2023-01-25 10:00,314,0,0,0,0,274
2023-01-25 11:00,278,0,0,0,0,241
2023-01-25 12:00,655,0,19,0,18,236
2023-01-25 13:00,297,0,0,0,9,240
2023-01-25 14:00,550,5,0,0,0,505
2023-01-25 15:00,436,0,0,0,0,368
2023-01-25 16:00,276,0,98,0,25,102
2023-01-25 17:00,157,0,0,0,25,102
2023-01-25 18:00,591,14,0,431,3,103
2023-01-25 19:00,185,15,0,0,0,105
2023-01-25 20:00,100,13,0,0,0,3
2023-01-25 21:00,93,14,0,0,24,2
2023-01-25 22:00,107,15,0,0,25,3
2023-01-25 23:00,657,13,313,0,0,266
2023-01-26 00:00,701,9,0,258,0,364
2023-01-26 01:00,457,14,0,0,0,365
2023-01-26 02:00,664,13,0,0,25,594
2023-01-26 03:00,419,14,0,0,25,331
2023-01-26 04:00,381,10,0,0,1,328
2023-01-26 05:00,402,11,0,0,0,338
