time,power1,fridge,washer,dishwasher
2014-07-04 20:00,35950,26762,9188,0
2014-07-04 21:00,34240,25080,9160,0
2014-07-04 22:00,31677,22532,9145,0
2014-07-04 23:00,31966,22811,9155,0
2014-07-05 00:00,33084,23936,9148,0
2014-07-05 01:00,28410,19287,9123,0
2014-07-05 02:00,27751,18509,9242,0
2014-07-05 03:00,27306,17977,9329,0
2014-07-05 04:00,28384,19361,9023,0
2014-07-05 05:00,27326,18192,9134,0
2014-07-05 06:00,29367,20359,9008,0
2014-07-05 07:00,32043,22841,9202,0
2014-07-05 08:00,32397,23615,8782,0
2014-07-05 09:00,160259,27253,133006,0
2014-07-05 10:00,387021,26020,361001,0
2014-07-05 11:00,279969,28200,251769,0
2014-07-05 12:00,233671,24317,209354,0
2014-07-05 13:00,258353,21434,236919,0
2014-07-05 14:00,29032,19847,9185,0
2014-07-05 15:00,34290,25067,9223,0
2014-07-05 16:00,39524,30255,9269,0
2014-07-05 17:00,33889,24826,9063,0
2014-07-05 18:00,33063,23777,9286,0
2014-07-05 19:00,33419,24396,9023,0
2014-07-05 20:00,31641,22507,9134,0
2014-07-05 21:00,31480,22459,9021,0
2014-07-05 22:00,32903,23645,9258,0
2014-07-05 23:00,32459,23204,9255,0
2014-07-06 00:00,32829,23441,9388,0
2014-07-06 01:00,32010,22850,9160,0
2014-07-06 02:00,33149,23878,9271,0
2014-07-06 03:00,33514,24479,9035,0
2014-07-06 04:00,30425,21125,9300,0
2014-07-06 05:00,28832,19908,8924,0
2014-07-06 06:00,27085,17796,9289,0
2014-07-06 07:00,30704,21333,9371,0
2014-07-06 08:00,31096,21988,9108,0
2014-07-06 09:00,28917,20242,8675,0
2014-07-06 10:00,30313,21071,9242,0
2014-07-06 11:00,32494,23250,9244,0
2014-07-06 12:00,30329,21238,9091,0
2014-07-06 13:00,91096,31309,9059,50728
2014-07-06 14:00,421906,24668,9270,387968
2014-07-06 15:00,193727,22462,9111,162154
2014-07-06 16:00,37355,27966,9389,0
2014-07-06 17:00,33384,24085,9299,0
2014-07-06 18:00,32719,23380,9339,0
2014-07-06 19:00,32032,22730,9302,0
2014-07-06 20:00,30208,20947,9261,0
2014-07-06 21:00,37805,28528,9277,0
2014-07-06 22:00,31353,22109,9244,0
2014-07-06 23:00,36704,27368,9336,0
2014-07-07 00:00,36101,26684,9417,0
2014-07-07 01:00,34733,25253,9480,0
2014-07-07 02:00,33698,24557,9141,0
2014-07-07 03:00,28670,19609,9061,0
2014-07-07 04:00,30477,21132,9345,0
2014-07-07 05:00,29990,20685,9305,0
2014-07-07 06:00,30325,21172,9153,0
2014-07-07 07:00,31296,22102,9194,0
2014-07-07 08:00,33570,24196,9374,0
2014-07-07 09:00,32544,23154,9390,0
2014-07-07 10:00,31146,21856,9290,0
2014-07-07 11:00,32678,23463,9215,0
2014-07-07 12:00,31362,22142,9220,0
2014-07-07 13:00,31401,22074,9327,0
2014-07-07 14:00,32295,22930,9365,0
2014-07-07 15:00,35474,26077,9397,0
2014-07-07 16:00,33709,24423,9286,0
2014-07-07 17:00,32298,22955,9343,0
2014-07-07 18:00,30065,20891,9174,0
2014-07-07 19:00,32160,23006,9154,0
2014-07-07 20:00,31630,22320,9310,0
2014-07-07 21:00,35827,26545,9282,0
2014-07-07 22:00,29674,20486,9188,0
2014-07-07 23:00,31687,22227,9460,0
2014-07-08 00:00,31952,22702,9250,0
2014-07-08 01:00,29639,20192,9447,0
2014-07-08 02:00,30265,20847,9418,0
2014-07-08 03:00,33405,24140,9265,0
2014-07-08 04:00,29897,20476,9421,0
2014-07-08 05:00,31090,21913,9177,0
2014-07-08 06:00,32531,23171,9360,0
2014-07-08 07:00,30761,21411,9350,0
2014-07-08 08:00,31587,22353,9234,0
2014-07-08 09:00,32258,22873,9385,0
2014-07-08 10:00,31141,21830,9311,0
2014-07-08 11:00,34582,25226,9356,0
2014-07-08 12:00,30948,22011,8937,0
2014-07-08 13:00,31893,22606,9287,0
2014-07-08 14:00,30863,21555,9308,0
2014-07-08 15:00,32186,23101,9085,0
2014-07-08 16:00,32870,23872,8998,0
2014-07-08 17:00,29891,20494,9397,0
2014-07-08 18:00,41405,31980,9425,0
2014-07-08 19:00,438717,28142,166346,244229
2014-07-08 20:00,422153,27597,173847,220709
2014-07-08 21:00,684931,25942,384608,274381
2014-07-08 22:00,41043,25429,15614,0
2014-07-08 23:00,32454,24036,8418,0
2014-07-09 00:00,32533,24019,8514,0
2014-07-09 01:00,32308,23770,8538,0
2014-07-09 02:00,29537,21081,8456,0
2014-07-09 03:00,30502,21970,8532,0
2014-07-09 04:00,29202,20676,8526,0
2014-07-09 05:00,29795,21398,8397,0
2014-07-09 06:00,29241,20995,8246,0
2014-07-09 07:00,32189,23924,8265,0
2014-07-09 08:00,30453,22148,8305,0
2014-07-09 09:00,27654,19326,8328,0
2014-07-09 10:00,125936,20099,105837,0
2014-07-09 11:00,278007,33759,244248,0
2014-07-09 12:00,228129,19685,208444,0
2014-07-09 13:00,77217,25625,51592,0
2014-07-09 14:00,28718,19497,9221,0
2014-07-09 15:00,31446,22394,9052,0
2014-07-09 16:00,38275,28845,9430,0
2014-07-09 17:00,35028,25640,9388,0
2014-07-09 18:00,34419,25076,9343,0
2014-07-09 19:00,34493,25143,9350,0
2014-07-09 20:00,38207,28962,9245,0
2014-07-09 21:00,33421,24171,9250,0
2014-07-09 22:00,29142,20102,9040,0
2014-07-09 23:00,75599,66978,8621,0
2014-07-10 00:00,73167,64648,8519,0
2014-07-10 01:00,39154,30527,8627,0
2014-07-10 02:00,47798,39395,8403,0
2014-07-10 03:00,50474,41903,8571,0
2014-07-10 04:00,37016,28585,8431,0
2014-07-10 05:00,48418,39849,8569,0
2014-07-10 06:00,36666,28394,8272,0
2014-07-10 07:00,28298,20032,8266,0
2014-07-10 08:00,47536,39454,8082,0
2014-07-10 09:00,30911,22568,8343,0
2014-07-10 10:00,23135,14969,8166,0
2014-07-10 11:00,38494,30272,8222,0
2014-07-10 12:00,33789,24494,9295,0
2014-07-10 13:00,35369,27082,8287,0
2014-07-10 14:00,20687,12443,8244,0
2014-07-10 15:00,24874,16755,8119,0
2014-07-10 16:00,22311,14009,8302,0
2014-07-10 17:00,28510,20158,8352,0
2014-07-10 18:00,30514,22222,8292,0
2014-07-10 19:00,29507,21314,8193,0
2014-07-10 20:00,28690,20347,8343,0
2014-07-10 21:00,27924,19836,8088,0
2014-07-10 22:00,27454,19541,7913,0
2014-07-10 23:00,27638,19253,8385,0
2014-07-11 00:00,27357,19073,8284,0
2014-07-11 01:00,29143,20606,8537,0
2014-07-11 02:00,24313,16016,8297,0
2014-07-11 03:00,21662,13216,8446,0
2014-07-11 04:00,23008,14652,8356,0
2014-07-11 05:00,24483,16082,8401,0
2014-07-11 06:00,26967,18689,8278,0
2014-07-11 07:00,26783,18537,8246,0
2014-07-11 08:00,27610,19231,8379,0
2014-07-11 09:00,29317,20805,8512,0
2014-07-11 10:00,27443,19005,8438,0
2014-07-11 11:00,27198,18766,8432,0
2014-07-11 12:00,28825,20503,8322,0
2014-07-11 13:00,29055,20644,8411,0
2014-07-11 14:00,27090,18842,8248,0
2014-07-11 15:00,284866,19039,8668,257159
2014-07-11 16:00,245690,18992,8538,218160
2014-07-11 17:00,263106,20676,8218,234212
2014-07-11 18:00,28035,19858,8177,0
2014-07-11 19:00,29342,21006,8336,0
2014-07-11 20:00,29302,20942,8360,0
2014-07-11 21:00,26906,18639,8267,0
2014-07-11 22:00,28750,20376,8374,0
2014-07-11 23:00,26686,18314,8372,0
2014-07-12 00:00,24367,15864,8503,0
2014-07-12 01:00,24818,16499,8319,0
2014-07-12 02:00,24144,15856,8288,0
2014-07-12 03:00,22854,14532,8322,0
2014-07-12 04:00,26483,18094,8389,0
2014-07-12 05:00,27729,19326,8403,0
2014-07-12 06:00,29560,21213,8347,0
2014-07-12 07:00,27200,18869,8331,0
2014-07-12 08:00,28058,19718,8340,0
2014-07-12 09:00,29238,20899,8339,0
2014-07-12 10:00,29573,21210,8363,0
2014-07-12 11:00,27249,18984,8265,0
2014-07-12 12:00,28639,20427,8212,0
2014-07-12 13:00,29607,21387,8220,0
2014-07-12 14:00,30467,22115,8352,0
2014-07-12 15:00,31706,23392,8314,0
2014-07-12 16:00,30142,21922,8220,0
2014-07-12 17:00,34326,26132,8194,0
2014-07-12 18:00,40704,32319,8385,0
2014-07-12 19:00,49757,41316,8441,0
2014-07-12 20:00,32673,24425,8248,0
2014-07-12 21:00,35026,26851,8175,0
2014-07-12 22:00,31692,23352,8340,0
2014-07-12 23:00,33133,24864,8269,0
2014-07-13 00:00,31380,22868,8512,0
2014-07-13 01:00,32444,23850,8594,0
2014-07-13 02:00,30635,21865,8770,0
2014-07-13 03:00,28900,20316,8584,0
2014-07-13 04:00,28608,19975,8633,0
2014-07-13 05:00,28310,19830,8480,0
2014-07-13 06:00,25546,17439,8107,0
2014-07-13 07:00,26805,18760,8045,0
2014-07-13 08:00,29553,21335,8218,0
2014-07-13 09:00,35235,27145,8090,0
2014-07-13 10:00,30145,22056,8089,0
2014-07-13 11:00,31509,23320,8189,0
2014-07-13 12:00,29806,22284,7522,0
2014-07-13 13:00,38744,30588,8156,0
2014-07-13 14:00,36584,28279,8305,0
2014-07-13 15:00,110947,22173,88774,0
2014-07-13 16:00,245811,24308,221503,0
2014-07-13 17:00,248483,22498,225985,0
2014-07-13 18:00,135491,21708,113783,0
2014-07-13 19:00,240991,19359,221632,0
2014-07-13 20:00,347274,23024,324250,0
2014-07-13 21:00,379807,24196,9224,346387
2014-07-13 22:00,282381,20139,9265,252977
2014-07-13 23:00,31313,23009,8304,0
2014-07-14 00:00,28635,20261,8374,0
2014-07-14 01:00,28568,20256,8312,0
2014-07-14 02:00,29804,21495,8309,0
2014-07-14 03:00,28462,20156,8306,0
2014-07-14 04:00,28673,20195,8478,0
2014-07-14 05:00,28973,20688,8285,0
2014-07-14 06:00,29200,21023,8177,0
2014-07-14 07:00,30195,22186,8009,0
2014-07-14 08:00,29827,21633,8194,0
2014-07-14 09:00,27279,19046,8233,0
2014-07-14 10:00,27530,19241,8289,0
2014-07-14 11:00,32584,24248,8336,0
2014-07-14 12:00,27455,19364,8091,0
2014-07-14 13:00,26885,18779,8106,0
2014-07-14 14:00,30434,22488,7946,0
2014-07-14 15:00,32503,24144,8359,0
2014-07-14 16:00,30510,22324,8186,0
2014-07-14 17:00,31244,23050,8194,0
2014-07-14 18:00,32698,23875,8823,0
2014-07-14 19:00,36553,28295,8258,0
2014-07-14 20:00,32348,24082,8266,0
2014-07-14 21:00,31768,23592,8176,0
2014-07-14 22:00,31830,23471,8359,0
2014-07-14 23:00,30063,21667,8396,0
2014-07-15 00:00,27291,18874,8417,0
2014-07-15 01:00,30087,21762,8325,0
2014-07-15 02:00,32369,23916,8453,0
2014-07-15 03:00,30302,21974,8328,0
2014-07-15 04:00,31903,23308,8595,0
2014-07-15 05:00,31662,23334,8328,0
2014-07-15 06:00,31081,22891,8190,0
2014-07-15 07:00,32294,23919,8375,0
2014-07-15 08:00,29184,20818,8366,0
2014-07-15 09:00,29310,21140,8170,0
2014-07-15 10:00,27718,19868,7850,0
2014-07-15 11:00,29813,21536,8277,0
2014-07-15 12:00,31598,23377,8221,0
2014-07-15 13:00,29296,20886,8410,0
2014-07-15 14:00,32734,24345,8389,0
2014-07-15 15:00,29173,20861,8312,0
2014-07-15 16:00,28843,20780,8063,0
2014-07-15 17:00,33423,25066,8357,0
2014-07-15 18:00,36585,28208,8377,0
2014-07-15 19:00,35461,26982,8479,0
2014-07-15 20:00,41084,32766,8318,0
2014-07-15 21:00,35065,26832,8233,0
2014-07-15 22:00,31558,23122,8436,0
2014-07-15 23:00,30087,21563,8524,0
2014-07-16 00:00,30624,22210,8414,0
2014-07-16 01:00,29004,20569,8435,0
2014-07-16 02:00,29268,20841,8427,0
2014-07-16 03:00,28323,20126,8197,0
2014-07-16 04:00,28563,20338,8225,0
2014-07-16 05:00,23597,15466,8131,0
2014-07-16 06:00,27186,18922,8264,0
2014-07-16 07:00,28030,19639,8391,0
2014-07-16 08:00,31202,22839,8363,0
2014-07-16 09:00,31601,23063,8538,0
2014-07-16 10:00,35171,26669,8502,0
2014-07-16 11:00,32257,23880,8377,0
2014-07-16 12:00,33883,25603,8280,0
2014-07-16 13:00,32951,24525,8426,0
2014-07-16 14:00,32003,23532,8471,0
2014-07-16 15:00,192251,23674,168577,0
2014-07-16 16:00,147522,22927,124595,0
2014-07-16 17:00,395045,22765,372280,0
2014-07-16 18:00,90787,23327,67460,0
2014-07-16 19:00,33219,23897,9322,0
2014-07-16 20:00,37798,28163,9635,0
2014-07-16 21:00,241323,22499,218824,0
2014-07-16 22:00,106286,27421,78865,0
2014-07-16 23:00,355222,26377,328845,0
2014-07-17 00:00,56695,25068,31627,0
2014-07-17 01:00,33686,25130,8556,0
2014-07-17 02:00,33056,24374,8682,0
2014-07-17 03:00,32488,23938,8550,0
2014-07-17 04:00,31598,23210,8388,0
2014-07-17 05:00,31829,23596,8233,0
2014-07-17 06:00,31379,22996,8383,0
2014-07-17 07:00,33099,24726,8358,15
2014-07-17 08:00,31771,23143,8628,0
2014-07-17 09:00,31000,22533,8467,0
2014-07-17 10:00,30980,22495,8485,0
2014-07-17 11:00,30369,22009,8360,0
2014-07-17 12:00,109011,21712,87299,0
2014-07-17 13:00,284060,25229,258831,0
2014-07-17 14:00,169627,24932,144695,0
2014-07-17 15:00,33045,23659,9386,0
2014-07-17 16:00,100776,25548,75228,0
2014-07-17 17:00,188504,23156,165348,0
2014-07-17 18:00,36083,26671,9412,0
2014-07-17 19:00,36294,26967,9327,0
2014-07-17 20:00,36202,26829,9373,0
2014-07-17 21:00,32976,23642,9334,0
2014-07-17 22:00,34991,25708,9283,0
2014-07-17 23:00,32192,22963,9229,0
2014-07-18 00:00,31553,23085,8468,0
2014-07-18 01:00,28922,20690,8232,0
2014-07-18 02:00,29404,21298,8106,0
2014-07-18 03:00,31352,22788,8564,0
2014-07-18 04:00,31798,23261,8537,0
2014-07-18 05:00,30679,22340,8339,0
2014-07-18 06:00,30739,22366,8373,0
2014-07-18 07:00,32494,24260,8234,0
2014-07-18 08:00,30793,22371,8422,0
2014-07-18 09:00,30970,22581,8389,0
2014-07-18 10:00,30767,22477,8290,0
2014-07-18 11:00,32220,23635,8585,0
2014-07-18 12:00,30425,21797,8628,0
2014-07-18 13:00,36194,27625,8569,0
2014-07-18 14:00,31519,22955,8564,0
2014-07-18 15:00,31872,23050,8822,0
2014-07-18 16:00,46900,38317,8583,0
2014-07-18 17:00,44062,35318,8744,0
2014-07-18 18:00,44266,35721,8545,0
2014-07-18 19:00,37042,28596,8446,0
2014-07-18 20:00,36903,28937,7966,0
2014-07-18 21:00,37326,28905,8421,0
2014-07-18 22:00,33213,24497,8716,0
2014-07-18 23:00,33334,24671,8663,0
2014-07-19 00:00,33730,25187,8543,0
2014-07-19 01:00,33685,25022,8663,0
2014-07-19 02:00,32512,23926,8586,0
2014-07-19 03:00,33071,24359,8712,0
2014-07-19 04:00,32747,24247,8500,0
2014-07-19 05:00,32587,24006,8581,0
2014-07-19 06:00,32826,24479,8347,0
2014-07-19 07:00,32222,23765,8457,0
2014-07-19 08:00,31041,22613,8428,0
2014-07-19 09:00,32172,23844,8328,0
2014-07-19 10:00,32228,23818,8410,0
2014-07-19 11:00,31160,22892,8268,0
2014-07-19 12:00,33646,25367,8279,0
2014-07-19 13:00,32611,24317,8294,0
2014-07-19 14:00,160973,39624,8457,112892
2014-07-19 15:00,352879,32161,8657,312061
2014-07-19 16:00,318430,35066,8693,274671
2014-07-19 17:00,38781,30292,8489,0
2014-07-19 18:00,36299,27718,8581,0
2014-07-19 19:00,115722,42517,8532,64673
2014-07-19 20:00,387488,43159,8431,335898
2014-07-19 21:00,149505,62481,8426,78598
2014-07-19 22:00,39473,30963,8510,0
2014-07-19 23:00,68205,59659,8546,0
2014-07-20 00:00,35587,26879,8708,0
2014-07-20 01:00,56997,48246,8751,0
2014-07-20 02:00,50825,42282,8543,0
2014-07-20 03:00,33453,24918,8535,0
2014-07-20 04:00,33894,25390,8504,0
2014-07-20 05:00,33764,25140,8624,0
2014-07-20 06:00,38689,30184,8505,0
2014-07-20 07:00,38027,29552,8475,0
2014-07-20 08:00,38439,29872,8567,0
2014-07-20 09:00,38050,29510,8540,0
2014-07-20 10:00,37019,28582,8437,0
2014-07-20 11:00,37803,29351,8452,0
2014-07-20 12:00,34345,25877,8468,0
2014-07-20 13:00,33567,25270,8297,0
2014-07-20 14:00,41735,33204,8531,0
2014-07-20 15:00,32411,23790,8621,0
2014-07-20 16:00,36709,28195,8514,0
2014-07-20 17:00,33580,25275,8305,0
2014-07-20 18:00,177351,23286,154065,0
2014-07-20 19:00,204014,31915,172099,0
2014-07-20 20:00,53705,28488,25217,0
2014-07-20 21:00,35105,25655,9450,0
2014-07-20 22:00,178456,27871,150585,0
2014-07-20 23:00,272739,24239,248500,0
2014-07-21 00:00,32725,23558,9167,0
2014-07-21 01:00,32263,23549,8714,0
2014-07-21 02:00,31744,23007,8737,0
2014-07-21 03:00,32656,23816,8840,0
2014-07-21 04:00,31327,22566,8761,0
2014-07-21 05:00,30178,21845,8333,0
2014-07-21 06:00,32118,23513,8605,0
2014-07-21 07:00,31738,23187,8551,0
2014-07-21 08:00,34386,26067,8319,0
2014-07-21 09:00,33658,25322,8336,0
2014-07-21 10:00,33386,24964,8422,0
2014-07-21 11:00,32051,23741,8310,0
2014-07-21 12:00,40920,32366,8554,0
2014-07-21 13:00,35805,27188,8607,10
2014-07-21 14:00,35429,26997,8432,0
2014-07-21 15:00,34563,26103,8460,0
2014-07-21 16:00,33004,24519,8485,0
2014-07-21 17:00,34640,26114,8526,0
2014-07-21 18:00,32556,24148,8408,0
2014-07-21 19:00,31447,22733,8714,0
2014-07-21 20:00,30905,22464,8441,0
2014-07-21 21:00,29688,21358,8330,0
2014-07-21 22:00,28733,19978,8755,0
2014-07-21 23:00,34417,25727,8690,0
2014-07-22 00:00,37898,29251,8647,0
2014-07-22 01:00,34771,26013,8758,0
2014-07-22 02:00,35455,26597,8858,0
2014-07-22 03:00,34609,25809,8800,0
2014-07-22 04:00,36144,27395,8749,0
2014-07-22 05:00,35640,26896,8744,0
2014-07-22 06:00,31430,22956,8474,0
2014-07-22 07:00,29429,21060,8369,0
2014-07-22 08:00,28184,19718,8466,0
2014-07-22 09:00,35938,27316,8622,0
2014-07-22 10:00,100207,24441,75766,0
2014-07-22 11:00,507951,23451,156622,327878
2014-07-22 12:00,589153,23221,288797,277135
2014-07-22 13:00,362796,23320,339476,0
2014-07-22 14:00,44087,22899,21188,0
2014-07-22 15:00,34870,25599,9271,0
2014-07-22 16:00,35504,26245,9259,0
2014-07-22 17:00,57115,24602,32513,0
2014-07-22 18:00,45712,24071,21641,0
2014-07-22 19:00,33591,24137,9454,0
2014-07-22 20:00,34101,24676,9425,0
2014-07-22 21:00,31557,22757,8800,0
2014-07-22 22:00,30541,21584,8957,0
2014-07-22 23:00,29275,20895,8380,0
2014-07-23 00:00,30898,22320,8578,0
2014-07-23 01:00,29275,20581,8694,0
2014-07-23 02:00,29128,20728,8400,0
2014-07-23 03:00,29343,20803,8540,0
2014-07-23 04:00,28096,19775,8321,0
2014-07-23 05:00,28221,20043,8178,0
2014-07-23 06:00,26857,18626,8231,0
2014-07-23 07:00,26602,18407,8195,0
2014-07-23 08:00,28609,20483,8126,0
2014-07-23 09:00,30150,22279,7871,0
2014-07-23 10:00,25810,17569,8241,0
2014-07-23 11:00,34391,25900,8491,0
2014-07-23 12:00,31523,22949,8574,0
2014-07-23 13:00,30676,21890,8786,0
2014-07-23 14:00,32041,23491,8550,0
2014-07-23 15:00,32294,23790,8504,0
2014-07-23 16:00,30307,21569,8738,0
2014-07-23 17:00,30234,21574,8660,0
2014-07-23 18:00,31252,22559,8693,0
2014-07-23 19:00,33137,24502,8635,0
2014-07-23 20:00,30428,21857,8571,0
2014-07-23 21:00,34055,25668,8387,0
2014-07-23 22:00,28163,19578,8585,0
2014-07-23 23:00,28435,19889,8546,0
2014-07-24 00:00,30360,21896,8464,0
2014-07-24 01:00,28885,20403,8482,0
2014-07-24 02:00,26737,18226,8511,0
2014-07-24 03:00,27740,19363,8377,0
2014-07-24 04:00,27826,19289,8537,0
2014-07-24 05:00,25999,17524,8475,0
2014-07-24 06:00,27755,19581,8174,0
2014-07-24 07:00,26721,18560,8161,0
2014-07-24 08:00,26162,17797,8365,0
2014-07-24 09:00,25077,16861,8216,0
2014-07-24 10:00,26295,17956,8339,0
2014-07-24 11:00,28681,20334,8347,0
2014-07-24 12:00,27830,19468,8362,0
2014-07-24 13:00,30300,21796,8504,0
2014-07-24 14:00,31099,22354,8745,0
2014-07-24 15:00,29063,20621,8442,0
2014-07-24 16:00,25699,23737,1962,0
2014-07-24 17:00,22086,22086,0,0
2014-07-24 18:00,32451,32451,0,0
2014-07-24 19:00,25691,25691,0,0
2014-07-24 20:00,23291,23291,0,0
2014-07-24 21:00,88607,23841,64766,0
2014-07-24 22:00,156771,19056,137715,0
2014-07-24 23:00,26602,17594,9008,0
2014-07-25 00:00,29486,19998,9488,0
2014-07-25 01:00,28431,18927,9504,0
2014-07-25 02:00,27878,18518,9360,0
2014-07-25 03:00,27638,18182,9456,0
2014-07-25 04:00,27795,18339,9456,0
2014-07-25 05:00,29055,19726,9329,0
2014-07-25 06:00,28589,19309,9280,0
2014-07-25 07:00,29965,20646,9319,0
2014-07-25 08:00,79543,20246,59297,0
2014-07-25 09:00,124472,21053,103419,0
2014-07-25 10:00,340979,23921,317058,0
2014-07-25 11:00,31895,23431,8464,0
2014-07-25 12:00,43716,22129,21587,0
2014-07-25 13:00,202349,22464,179885,0
2014-07-25 14:00,25588,25588,0,0
2014-07-25 15:00,24186,24186,0,0
2014-07-25 16:00,24178,24178,0,0
2014-07-25 17:00,23564,23564,0,0
2014-07-25 18:00,23868,23868,0,0
2014-07-25 19:00,23491,23491,0,0
2014-07-25 20:00,29091,29091,0,0
2014-07-25 21:00,29446,29446,0,0
2014-07-25 22:00,21020,21020,0,0
2014-07-25 23:00,20874,20874,0,0
2014-07-26 00:00,19679,19679,0,0
2014-07-26 01:00,20549,20549,0,0
2014-07-26 02:00,20001,20001,0,0
