time,power1,fridge,washer,dishwasher
2013-05-24 00:00,20084,17800,1782,502
2013-05-24 01:00,29809,27590,1763,456
2013-05-24 02:00,18490,16298,1760,432
2013-05-24 03:00,28575,26342,1755,478
2013-05-24 04:00,20612,18394,1755,463
2013-05-24 05:00,21509,19308,1760,441
2013-05-24 06:00,25588,23380,1760,448
2013-05-24 07:00,23204,20963,1766,475
2013-05-24 08:00,25292,23072,1766,454
2013-05-24 09:00,19340,17105,1777,458
2013-05-24 10:00,27684,25440,1775,469
2013-05-24 11:00,18422,16188,1761,473
2013-05-24 12:00,29299,27056,1768,475
2013-05-24 13:00,19188,16955,1781,452
2013-05-24 14:00,23927,21694,1766,467
2013-05-24 15:00,25392,23191,1752,449
2013-05-24 16:00,18058,15863,1762,433
2013-05-24 17:00,27923,25729,1772,422
2013-05-24 18:00,18458,16230,1774,454
2013-05-24 19:00,26501,24358,1748,395
2013-05-24 20:00,19852,17682,1765,405
2013-05-24 21:00,23628,21428,1770,430
2013-05-24 22:00,24535,22335,1767,433
2013-05-24 23:00,21153,18915,1772,466
2013-05-25 00:00,25664,23432,1772,460
2013-05-25 01:00,18081,15921,1755,405
2013-05-25 02:00,29737,27535,1768,434
2013-05-25 03:00,19973,17755,1765,453
2013-05-25 04:00,24239,22036,1764,439
2013-05-25 05:00,23815,21661,1752,402
2013-05-25 06:00,22096,19916,1745,435
2013-05-25 07:00,25303,23166,1749,388
2013-05-25 08:00,21655,19450,1755,450
2013-05-25 09:00,25347,23162,1762,423
2013-05-25 10:00,22926,20733,1758,435
2013-05-25 11:00,24251,22054,1767,430
2013-05-25 12:00,31418,29191,1777,450
2013-05-25 13:00,22042,19803,1777,462
2013-05-25 14:00,31838,29589,1775,474
2013-05-25 15:00,21649,19429,1781,439
2013-05-25 16:00,26622,24419,1764,439
2013-05-25 17:00,27617,25405,1777,435
2013-05-25 18:00,21513,19195,1804,514
2013-05-25 19:00,31229,28934,1795,500
2013-05-25 20:00,791450,18511,1806,771133
2013-05-25 21:00,31971,29660,1797,514
2013-05-25 22:00,22607,20319,1789,499
2013-05-25 23:00,27763,25474,1794,495
2013-05-26 00:00,22400,20131,1781,488
2013-05-26 01:00,27998,25773,1759,466
2013-05-26 02:00,19320,17063,1777,480
2013-05-26 03:00,31114,28841,1776,497
2013-05-26 04:00,19627,17404,1767,456
2013-05-26 05:00,25417,23192,1771,454
2013-05-26 06:00,22900,20723,1744,433
2013-05-26 07:00,24620,22426,1748,446
2013-05-26 08:00,21818,19604,1765,449
2013-05-26 09:00,26540,24299,1775,466
2013-05-26 10:00,574178,19811,325454,228913
2013-05-26 11:00,883996,25444,241746,616806
2013-05-26 12:00,244618,22333,220724,1561
2013-05-26 13:00,338450,24545,313405,500
2013-05-26 14:00,36010,20713,14780,517
2013-05-26 15:00,25499,23187,1798,514
2013-05-26 16:00,25024,22684,1822,518
2013-05-26 17:00,26275,23962,1803,510
2013-05-26 18:00,32387,30038,1824,525
2013-05-26 19:00,78114,21170,1821,55123
2013-05-26 20:00,701126,30599,1866,668661
2013-05-26 21:00,23277,21234,1816,227
2013-05-26 22:00,33062,30682,1848,532
2013-05-26 23:00,21277,18899,1844,534
2013-05-27 00:00,31675,29305,1839,531
2013-05-27 01:00,20987,18647,1827,513
2013-05-27 02:00,30800,28471,1814,515
2013-05-27 03:00,19828,17513,1817,498
2013-05-27 04:00,29973,27667,1811,495
2013-05-27 05:00,20347,18059,1791,497
2013-05-27 06:00,29828,27589,1778,461
2013-05-27 07:00,19049,16751,1790,508
2013-05-27 08:00,28848,26558,1791,499
2013-05-27 09:00,20901,18606,1779,516
2013-05-27 10:00,31288,29017,1793,478
2013-05-27 11:00,38502,17452,20530,520
2013-05-27 12:00,36724,31145,5078,501
2013-05-27 13:00,20733,18414,1816,503
2013-05-27 14:00,31406,29072,1824,510
2013-05-27 15:00,21191,18854,1825,512
2013-05-27 16:00,32343,30007,1811,525
2013-05-27 17:00,20498,18142,1833,523
2013-05-27 18:00,35646,33301,1820,525
2013-05-27 19:00,276695,21223,1834,253638
2013-05-27 20:00,494627,30802,1863,461962
2013-05-27 21:00,24000,21722,1849,429
2013-05-27 22:00,33472,31098,1855,519
2013-05-27 23:00,21238,18833,1859,546
2013-05-28 00:00,32310,29961,1816,533
2013-05-28 01:00,20387,18055,1805,527
2013-05-28 02:00,32465,30098,1834,533
2013-05-28 03:00,21007,18588,1863,556
2013-05-28 04:00,31379,29024,1828,527
2013-05-28 05:00,20772,18475,1804,493
2013-05-28 06:00,28635,26300,1818,517
2013-05-28 07:00,24124,21793,1816,515
2013-05-28 08:00,27505,25224,1800,481
2013-05-28 09:00,24574,22301,1795,478
2013-05-28 10:00,26912,24618,1806,488
2013-05-28 11:00,23479,21163,1812,504
2013-05-28 12:00,28356,26033,1817,506
2013-05-28 13:00,23680,21359,1821,500
2013-05-28 14:00,26094,23799,1816,479
2013-05-28 15:00,24840,22543,1794,503
2013-05-28 16:00,25593,23301,1815,477
2013-05-28 17:00,27820,25551,1799,470
2013-05-28 18:00,24210,21932,1797,481
2013-05-28 19:00,342774,26475,1814,314485
2013-05-28 20:00,431395,20978,1821,408596
2013-05-28 21:00,29039,26743,1773,523
2013-05-28 22:00,19941,17678,1776,487
2013-05-28 23:00,31227,29122,1601,504
2013-05-29 00:00,19742,17452,1789,501
2013-05-29 01:00,28615,26356,1781,478
2013-05-29 02:00,21583,19298,1797,488
2013-05-29 03:00,23805,21562,1776,467
2013-05-29 04:00,26197,23941,1780,476
2013-05-29 05:00,19151,16905,1773,473
2013-05-29 06:00,29632,27423,1770,439
2013-05-29 07:00,19768,17528,1783,457
2013-05-29 08:00,30374,28126,1802,446
2013-05-29 09:00,20359,18118,1784,457
2013-05-29 10:00,27803,25556,1790,457
2013-05-29 11:00,24696,22458,1770,468
2013-05-29 12:00,23997,21731,1799,467
2013-05-29 13:00,27123,24818,1824,481
2013-05-29 14:00,20132,17838,1807,487
2013-05-29 15:00,29699,27411,1782,506
2013-05-29 16:00,18936,16682,1772,482
2013-05-29 17:00,32401,30083,1800,518
2013-05-29 18:00,24957,22688,1785,484
2013-05-29 19:00,85989,30150,1809,54030
2013-05-29 20:00,677506,17249,1849,658408
2013-05-29 21:00,31441,29511,1790,140
2013-05-29 22:00,19771,17499,1752,520
2013-05-29 23:00,30389,28122,1768,499
2013-05-30 00:00,20315,18045,1791,479
2013-05-30 01:00,29604,27400,1765,439
2013-05-30 02:00,20018,17782,1770,466
2013-05-30 03:00,29444,27277,1704,463
2013-05-30 04:00,19604,18057,1077,470
2013-05-30 05:00,26270,24219,1598,453
2013-05-30 06:00,22165,19979,1755,431
2013-05-30 07:00,23983,21751,1767,465
2013-05-30 08:00,24717,22459,1789,469
2013-05-30 09:00,20029,17805,1771,453
2013-05-30 10:00,27811,25561,1785,465
2013-05-30 11:00,19176,16915,1780,481
2013-05-30 12:00,30534,28228,1798,508
2013-05-30 13:00,19773,17515,1785,473
2013-05-30 14:00,30174,27889,1772,513
2013-05-30 15:00,18979,16824,1641,514
2013-05-30 16:00,29550,27252,1800,498
2013-05-30 17:00,19338,17009,1820,509
2013-05-30 18:00,32363,30102,1785,476
2013-05-30 19:00,21300,19110,1763,427
2013-05-30 20:00,757962,26133,1821,730008
2013-05-30 21:00,21204,19005,1812,387
2013-05-30 22:00,29446,27128,1802,516
2013-05-30 23:00,21031,18785,1779,467
2013-05-31 00:00,28071,25757,1808,506
2013-05-31 01:00,23573,21321,1788,464
2013-05-31 02:00,23487,21246,1785,456
2013-05-31 03:00,26078,23839,1769,470
2013-05-31 04:00,20770,18542,1781,447
2013-05-31 05:00,28282,26042,1780,460
2013-05-31 06:00,18701,16441,1786,474
2013-05-31 07:00,29335,27085,1786,464
2013-05-31 08:00,20384,18135,1776,473
2013-05-31 09:00,31819,29569,1766,484
2013-05-31 10:00,19533,17240,1794,499
2013-05-31 11:00,28231,25907,1831,493
2013-05-31 12:00,20602,18326,1793,483
2013-05-31 13:00,28962,26685,1793,484
2013-05-31 14:00,21287,19025,1792,470
2013-05-31 15:00,29737,27432,1805,500
2013-05-31 16:00,21001,18743,1786,472
2013-05-31 17:00,28822,26562,1794,466
2013-05-31 18:00,409255,21973,1805,385477
2013-05-31 19:00,372495,25371,1861,345263
2013-05-31 20:00,24362,22431,1869,62
2013-05-31 21:00,27076,24689,1868,519
2013-05-31 22:00,25035,22698,1830,507
2013-05-31 23:00,24653,22312,1816,525
2013-06-01 00:00,26407,24053,1826,528
2013-06-01 01:00,22355,20044,1818,493
2013-06-01 02:00,27385,25079,1802,504
2013-06-01 03:00,19433,17129,1802,502
2013-06-01 04:00,30033,27726,1806,501
2013-06-01 05:00,19307,17034,1791,482
2013-06-01 06:00,30212,27914,1796,502
2013-06-01 07:00,19673,17396,1789,488
2013-06-01 08:00,26694,24363,1825,506
2013-06-01 09:00,23108,20810,1806,492
2013-06-01 10:00,24482,22168,1809,505
2013-06-01 11:00,29670,27329,1828,513
2013-06-01 12:00,26353,24035,1805,513
2013-06-01 13:00,36489,34133,1841,515
2013-06-01 14:00,24162,21806,1827,529
2013-06-01 15:00,33088,30718,1854,516
2013-06-01 16:00,25910,23600,1817,493
2013-06-01 17:00,29976,27635,1824,517
2013-06-01 18:00,34377,32023,1846,508
2013-06-01 19:00,474502,24747,1853,447902
2013-06-01 20:00,308645,34353,1855,272437
2013-06-01 21:00,21398,19556,1801,41
2013-06-01 22:00,31951,29590,1844,517
2013-06-01 23:00,24000,21626,1848,526
2013-06-02 00:00,28115,25762,1823,530
2013-06-02 01:00,26434,24041,1855,538
2013-06-02 02:00,25142,22814,1818,510
2013-06-02 03:00,27000,24649,1815,536
2013-06-02 04:00,23881,21537,1831,513
2013-06-02 05:00,26890,24586,1804,500
2013-06-02 06:00,22938,20643,1798,497
2013-06-02 07:00,27391,25118,1782,491
2013-06-02 08:00,22476,20187,1788,501
2013-06-02 09:00,27685,25437,1793,455
2013-06-02 10:00,22925,20646,1783,496
2013-06-02 11:00,318024,29286,288263,475
2013-06-02 12:00,334177,19896,313776,505
2013-06-02 13:00,34037,31730,1752,555
2013-06-02 14:00,22968,20605,1831,532
2013-06-02 15:00,32557,30186,1850,521
2013-06-02 16:00,20232,17885,1813,534
2013-06-02 17:00,33042,30664,1849,529
2013-06-02 18:00,23576,21229,1822,525
2013-06-02 19:00,358329,30285,1863,326181
2013-06-02 20:00,414740,23377,1868,389495
2013-06-02 21:00,31396,29337,1846,213
2013-06-02 22:00,24626,22237,1858,531
2013-06-02 23:00,29198,26840,1821,537
2013-06-03 00:00,27657,25241,1885,531
2013-06-03 01:00,24245,21926,1801,518
2013-06-03 02:00,29859,27573,1807,479
2013-06-03 03:00,21602,19313,1812,477
2013-06-03 04:00,30613,28329,1803,481
2013-06-03 05:00,19345,17046,1807,492
2013-06-03 06:00,29616,27347,1784,485
2013-06-03 07:00,19980,17652,1768,560
2013-06-03 08:00,30591,28274,1809,508
2013-06-03 09:00,19185,16848,1822,515
2013-06-03 10:00,30313,27924,1846,543
2013-06-03 11:00,20993,18649,1831,513
2013-06-03 12:00,30619,28242,1838,539
2013-06-03 13:00,23380,20987,1850,543
2013-06-03 14:00,28017,25667,1826,524
2013-06-03 15:00,23989,21635,1821,533
2013-06-03 16:00,31186,28828,1841,517
2013-06-03 17:00,24178,21832,1825,521
2013-06-03 18:00,32836,30464,1848,524
2013-06-03 19:00,528641,21368,1851,505422
2013-06-03 20:00,229524,29359,1865,198300
2013-06-03 21:00,24096,21735,1833,528
2013-06-03 22:00,28893,26469,1891,533
2013-06-03 23:00,24284,21882,1856,546
2013-06-04 00:00,27187,24802,1846,539
2013-06-04 01:00,24613,22249,1828,536
2013-06-04 02:00,26379,23994,1842,543
2013-06-04 03:00,24262,21926,1822,514
2013-06-04 04:00,25193,22854,1807,532
2013-06-04 05:00,24641,22338,1804,499
2013-06-04 06:00,27307,24991,1827,489
2013-06-04 07:00,26608,24342,1789,477
2013-06-04 08:00,23138,20849,1798,491
2013-06-04 09:00,29891,27519,1836,536
2013-06-04 10:00,19418,17065,1818,535
2013-06-04 11:00,31618,29244,1847,527
2013-06-04 12:00,22497,20112,1853,532
2013-06-04 13:00,29458,27043,1876,539
2013-06-04 14:00,26034,23626,1856,552
2013-06-04 15:00,25167,22776,1852,539
2013-06-04 16:00,27411,25042,1848,521
2013-06-04 17:00,24777,22426,1824,527
2013-06-04 18:00,28553,26201,1836,516
2013-06-04 19:00,25705,23376,1811,518
2013-06-04 20:00,30441,28079,1833,529
2013-06-04 21:00,530075,28155,1840,500080
2013-06-04 22:00,187951,22666,1872,163413
2013-06-04 23:00,32092,29666,1881,545
2013-06-05 00:00,20626,18204,1878,544
2013-06-05 01:00,32061,29719,1824,518
2013-06-05 02:00,19940,17586,1832,522
2013-06-05 03:00,31119,28805,1818,496
2013-06-05 04:00,19645,17306,1832,507
2013-06-05 05:00,30592,28279,1807,506
2013-06-05 06:00,21093,18777,1812,504
2013-06-05 07:00,29918,27644,1810,464
2013-06-05 08:00,21775,19489,1794,492
2013-06-05 09:00,27819,25510,1816,493
2013-06-05 10:00,24044,21694,1827,523
2013-06-05 11:00,25425,23097,1818,510
2013-06-05 12:00,26939,24587,1828,524
2013-06-05 13:00,26336,23974,1834,528
2013-06-05 14:00,27311,24906,1868,537
2013-06-05 15:00,25537,23187,1830,520
2013-06-05 16:00,27217,24829,1854,534
2013-06-05 17:00,27381,24911,1927,543
2013-06-05 18:00,25097,22727,1866,504
2013-06-05 19:00,36041,33635,1883,523
2013-06-05 20:00,711599,24753,1874,684972
2013-06-05 21:00,25245,23221,1918,106
2013-06-05 22:00,30008,27800,1863,345
2013-06-05 23:00,23902,21468,1896,538
2013-06-06 00:00,29003,26629,1840,534
2013-06-06 01:00,22062,19689,1853,520
2013-06-06 02:00,29959,27568,1849,542
2013-06-06 03:00,20339,17969,1848,522
2013-06-06 04:00,30809,28422,1849,538
2013-06-06 05:00,19415,17072,1814,529
2013-06-06 06:00,31336,29027,1799,510
2013-06-06 07:00,24228,21896,1816,516
2013-06-06 08:00,29801,27473,1821,507
2013-06-06 09:00,25381,23016,1838,527
2013-06-06 10:00,26103,23724,1850,529
2013-06-06 11:00,27689,25278,1865,546
2013-06-06 12:00,24196,21839,1822,535
2013-06-06 13:00,30709,28344,1833,532
2013-06-06 14:00,21723,19322,1864,537
2013-06-06 15:00,30622,28189,1881,552
2013-06-06 16:00,23409,20969,1886,554
2013-06-06 17:00,29146,26746,1868,532
2013-06-06 18:00,28656,26274,1860,522
2013-06-06 19:00,31242,28818,1890,534
2013-06-06 20:00,711923,29879,1838,680206
2013-06-06 21:00,26050,23642,1839,569
2013-06-06 22:00,31564,29110,1891,563
2013-06-06 23:00,25912,23470,1881,561
2013-06-07 00:00,27087,24659,1875,553
2013-06-07 01:00,27514,25127,1855,532
2013-06-07 02:00,23627,21221,1863,543
2013-06-07 03:00,29415,27033,1848,534
2013-06-07 04:00,20062,17741,1806,515
2013-06-07 05:00,32793,30474,1813,506
2013-06-07 06:00,20492,18128,1837,527
2013-06-07 07:00,31073,28782,1806,485
2013-06-07 08:00,21183,18838,1812,533
2013-06-07 09:00,32057,29683,1847,527
2013-06-07 10:00,22274,19904,1836,534
2013-06-07 11:00,29624,27260,1834,530
2013-06-07 12:00,22767,20345,1876,546
2013-06-07 13:00,31192,28807,1850,535
2013-06-07 14:00,26731,24341,1853,537
2013-06-07 15:00,28151,25716,1887,548
2013-06-07 16:00,28452,26027,1874,551
2013-06-07 17:00,25124,22701,1871,552
2013-06-07 18:00,33227,30844,1843,540
2013-06-07 19:00,24644,22256,1824,564
2013-06-07 20:00,726296,30382,1855,694059
2013-06-07 21:00,20418,18443,1877,98
2013-06-07 22:00,34605,32150,1901,554
2013-06-07 23:00,20988,18509,1918,561
2013-06-08 00:00,32648,30273,1852,523
2013-06-08 01:00,20818,18404,1869,545
2013-06-08 02:00,31415,29045,1841,529
2013-06-08 03:00,19891,17515,1839,537
2013-06-08 04:00,30914,28577,1826,511
2013-06-08 05:00,19927,17638,1789,500
2013-06-08 06:00,30103,27803,1801,499
2013-06-08 07:00,20755,18436,1808,511
2013-06-08 08:00,29279,26953,1815,511
2013-06-08 09:00,20755,18401,1826,528
2013-06-08 10:00,28400,26061,1819,520
2013-06-08 11:00,248507,34510,213493,504
2013-06-08 12:00,157038,34296,122205,537
2013-06-08 13:00,37165,34721,1893,551
2013-06-08 14:00,36333,33969,1836,528
2013-06-08 15:00,35218,32864,1818,536
2013-06-08 16:00,34804,32459,1822,523
2013-06-08 17:00,34289,31925,1836,528
2013-06-08 18:00,32483,30078,1861,544
2013-06-08 19:00,41064,24415,1860,14789
2013-06-08 20:00,707448,27123,1866,678459
2013-06-08 21:00,35790,33688,1837,265
2013-06-08 22:00,24946,22490,1905,551
2013-06-08 23:00,30619,28187,1887,545
2013-06-09 00:00,27125,24696,1877,552
2013-06-09 01:00,27778,25354,1877,547
2013-06-09 02:00,27551,25183,1835,533
2013-06-09 03:00,27021,24667,1838,516
2013-06-09 04:00,26318,23935,1846,537
2013-06-09 05:00,24689,22333,1828,528
2013-06-09 06:00,27602,25304,1808,490
2013-06-09 07:00,22698,20360,1810,528
2013-06-09 08:00,28154,25844,1794,516
2013-06-09 09:00,20577,18261,1811,505
2013-06-09 10:00,30374,28033,1810,531
2013-06-09 11:00,19212,16927,1790,495
2013-06-09 12:00,32036,29724,1812,500
2013-06-09 13:00,299736,17280,281949,507
2013-06-09 14:00,44967,28665,15781,521
2013-06-09 15:00,18342,17234,583,525
2013-06-09 16:00,30967,29879,584,504
2013-06-09 17:00,22002,20905,586,511
2013-06-09 18:00,408438,30211,1541,376686
2013-06-09 19:00,359349,21039,1848,336462
2013-06-09 20:00,32519,30341,1784,394
2013-06-09 21:00,21533,19254,1756,523
2013-06-09 22:00,32667,30447,1698,522
2013-06-09 23:00,19786,17388,1874,524
2013-06-10 00:00,30891,28502,1867,522
2013-06-10 01:00,20842,18567,1775,500
2013-06-10 02:00,30605,28723,1358,524
2013-06-10 03:00,19151,16925,1691,535
2013-06-10 04:00,29982,27987,1499,496
2013-06-10 05:00,19968,18045,1429,494
2013-06-10 06:00,30874,28536,1804,534
2013-06-10 07:00,19724,17346,1847,531
2013-06-10 08:00,31031,28693,1825,513
2013-06-10 09:00,20582,18285,1809,488
2013-06-10 10:00,29582,27205,1851,526
2013-06-10 11:00,20028,17646,1854,528
2013-06-10 12:00,30004,27586,1875,543
2013-06-10 13:00,20767,18381,1856,530
2013-06-10 14:00,28122,25787,1825,510
2013-06-10 15:00,22420,20044,1842,534
2013-06-10 16:00,25248,22919,1811,518
2013-06-10 17:00,24052,21687,1838,527
2013-06-10 18:00,29597,27220,1842,535
2013-06-10 19:00,26569,24240,1819,510
2013-06-10 20:00,98388,24913,1825,71650
2013-06-10 21:00,642634,23941,1873,616820
2013-06-10 22:00,27149,24939,1871,339
2013-06-10 23:00,26217,23821,1862,534
2013-06-11 00:00,28268,25843,1884,541
2013-06-11 01:00,24310,21938,1848,524
2013-06-11 02:00,26605,24264,1828,513
2013-06-11 03:00,23930,21615,1807,508
2013-06-11 04:00,25588,23258,1816,514
2013-06-11 05:00,24360,22054,1808,498
2013-06-11 06:00,24181,21882,1796,503
2013-06-11 07:00,26468,24102,1844,522
2013-06-11 08:00,22246,19930,1805,511
2013-06-11 09:00,26481,24121,1843,517
2013-06-11 10:00,23402,21021,1860,521
2013-06-11 11:00,26860,24551,1820,489
2013-06-11 12:00,23370,21018,1842,510
2013-06-11 13:00,29597,27257,1856,484
2013-06-11 14:00,19758,17350,1880,528
2013-06-11 15:00,31178,28849,1810,519
2013-06-11 16:00,20175,17854,1839,482
2013-06-11 17:00,32535,29703,1843,989
2013-06-11 18:00,20697,18399,1822,476
2013-06-11 19:00,34435,32072,1852,511
2013-06-11 20:00,22313,19948,1850,515
2013-06-11 21:00,412432,26472,1822,384138
2013-06-11 22:00,334747,27954,1887,304906
2013-06-11 23:00,20711,18347,1883,481
2013-06-12 00:00,31568,29162,1867,539
2013-06-12 01:00,19900,17502,1873,525
2013-06-12 02:00,30021,27632,1854,535
2013-06-12 03:00,22334,19928,1879,527
2013-06-12 04:00,26912,24538,1865,509
2013-06-12 05:00,23549,21253,1817,479
2013-06-12 06:00,23070,20762,1807,501
2013-06-12 07:00,27720,25358,1848,514
2013-06-12 08:00,19714,17310,1872,532
2013-06-12 09:00,48871,30862,17486,523
2013-06-12 10:00,211790,17686,193592,512
2013-06-12 11:00,29507,27340,1654,513
2013-06-12 12:00,21592,19199,1871,522
2013-06-12 13:00,27937,25549,1856,532
2013-06-12 14:00,24729,22350,1866,513
2013-06-12 15:00,23317,20942,1862,513
2013-06-12 16:00,30371,27948,1900,523
2013-06-12 17:00,24685,22314,1872,499
2013-06-12 18:00,32759,30327,1894,538
2013-06-12 19:00,21366,18991,1860,515
2013-06-12 20:00,32385,29972,1886,527
2013-06-12 21:00,20603,18182,1896,525
2013-06-12 22:00,78471,28739,1891,47841
2013-06-12 23:00,669545,21426,1899,646220
2013-06-13 00:00,26631,24727,1904,0
2013-06-13 01:00,25198,23320,1878,0
2013-06-13 02:00,22716,20825,1891,0
2013-06-13 03:00,29141,27265,1876,0
2013-06-13 04:00,19699,17823,1876,0
2013-06-13 05:00,31735,29887,1847,1
2013-06-13 06:00,21161,19023,1882,256
2013-06-13 07:00,25611,23211,1877,523
2013-06-13 08:00,25511,23042,1916,553
2013-06-13 09:00,23240,20788,1908,544
2013-06-13 10:00,27420,25021,1872,527
2013-06-13 11:00,22574,20137,1909,528
2013-06-13 12:00,30857,28409,1905,543
2013-06-13 13:00,22715,20218,1950,547
2013-06-13 14:00,29916,27508,1891,517
2013-06-13 15:00,20414,18006,1874,534
2013-06-13 16:00,30727,28334,1859,534
2013-06-13 17:00,20165,17808,1845,512
2013-06-13 18:00,35706,33345,1850,511
2013-06-13 19:00,23493,21097,1864,532
2013-06-13 20:00,739264,30069,1856,707339
2013-06-13 21:00,23276,20550,1921,805
2013-06-13 22:00,33348,30907,1892,549
2013-06-13 23:00,20162,17770,1861,531
2013-06-14 00:00,31835,29378,1914,543
2013-06-14 01:00,20055,17648,1867,540
2013-06-14 02:00,31785,29391,1856,538
2013-06-14 03:00,20152,17773,1857,522
2013-06-14 04:00,30575,28171,1863,541
2013-06-14 05:00,20881,18535,1830,516
2013-06-14 06:00,27081,24737,1833,511
2013-06-14 07:00,25930,23563,1841,526
2013-06-14 08:00,21976,19627,1831,518
2013-06-14 09:00,28831,26495,1834,502
2013-06-14 10:00,19461,17138,1818,505
2013-06-14 11:00,30748,28397,1850,501
2013-06-14 12:00,19752,17383,1848,521
2013-06-14 13:00,29169,26786,1864,519
2013-06-14 14:00,21940,19519,1890,531
2013-06-14 15:00,28219,25794,1880,545
2013-06-14 16:00,24013,21630,1862,521
2013-06-14 17:00,24934,22533,1849,552
2013-06-14 18:00,33149,30812,1824,513
2013-06-14 19:00,308579,19547,1855,287177
2013-06-14 20:00,428853,31507,1874,395472
2013-06-14 21:00,20899,18474,1865,560
2013-06-14 22:00,34779,32346,1894,539
2013-06-14 23:00,20937,18484,1898,555
2013-06-15 00:00,31635,29212,1879,544
2013-06-15 01:00,23102,20688,1895,519
2013-06-15 02:00,27722,25312,1878,532
2013-06-15 03:00,26383,23981,1863,539
2013-06-15 04:00,24720,22332,1854,534
2013-06-15 05:00,29155,26778,1850,527
2013-06-15 06:00,20184,17779,1863,542
2013-06-15 07:00,32468,30098,1834,536
2013-06-15 08:00,155468,18868,136061,539
2013-06-15 09:00,164363,28154,135674,535
2013-06-15 10:00,26328,23878,1912,538
2013-06-15 11:00,24174,21753,1884,537
2013-06-15 12:00,110358,27430,82399,529
2013-06-15 13:00,130115,19562,110025,528
2013-06-15 14:00,31177,30047,588,542
2013-06-15 15:00,19380,18273,585,522
2013-06-15 16:00,30026,28916,584,526
2013-06-15 17:00,21342,20230,584,528
2013-06-15 18:00,26246,25115,584,547
2013-06-15 19:00,27914,26434,935,545
2013-06-15 20:00,25746,23309,1882,555
2013-06-15 21:00,30779,28334,1902,543
2013-06-15 22:00,23856,21422,1897,537
2013-06-15 23:00,30486,28048,1896,542
2013-06-16 00:00,24975,22503,1916,556
2013-06-16 01:00,30914,28517,1859,538
2013-06-16 02:00,21911,19508,1856,547
2013-06-16 03:00,31320,28881,1904,535
2013-06-16 04:00,20463,18052,1878,533
2013-06-16 05:00,33676,29211,3921,544
2013-06-16 06:00,19547,17192,1840,515
