time,power1,Appliance1,Appliance2,Appliance3,Appliance8
2013-09-22 3:00,62,1,0,0,0
2013-09-22 4:00,60,1,0,0,0
2013-09-22 5:00,60,1,0,0,0
2013-09-22 6:00,62,1,0,0,0
2013-09-22 7:00,311,1,0,0,0
2013-09-22 8:00,252,93,0,0,0
2013-09-22 9:00,93,1,0,0,0
2013-09-22 10:00,962,86,82,0,0
2013-09-22 11:00,130,1,30,0,0
2013-09-22 12:00,63,1,0,0,0
2013-09-22 13:00,142,83,0,0,0
2013-09-22 14:00,63,1,0,0,0
2013-09-22 15:00,62,1,0,0,0
2013-09-22 16:00,549,82,0,0,0
2013-09-22 17:00,257,82,0,0,0
2013-09-22 18:00,295,82,0,0,0
2013-09-22 19:00,379,83,0,72,0
2013-09-22 20:00,2532,83,0,2181,0
2013-09-22 21:00,150,85,0,0,0
2013-09-22 22:00,145,89,0,0,0
2013-09-22 23:00,60,1,0,0,0
2013-09-23 0:00,60,1,0,0,0
2013-09-23 1:00,62,1,0,0,0
2013-09-23 2:00,142,84,0,0,0
2013-09-23 3:00,60,1,0,0,0
2013-09-23 4:00,60,1,0,0,0
2013-09-23 5:00,62,1,0,0,0
2013-09-23 6:00,60,1,0,0,0
2013-09-23 7:00,157,1,0,0,0
2013-09-23 8:00,145,1,0,0,0
2013-09-23 9:00,167,1,0,0,0
2013-09-23 10:00,66,1,0,0,0
2013-09-23 11:00,143,85,0,0,0
2013-09-23 12:00,59,1,0,0,0
2013-09-23 13:00,60,1,0,0,0
2013-09-23 14:00,142,87,0,0,0
2013-09-23 15:00,59,1,0,0,0
2013-09-23 16:00,243,82,0,0,0
2013-09-23 17:00,199,88,0,0,0
2013-09-23 18:00,387,87,0,0,0
2013-09-23 19:00,473,87,0,0,0
2013-09-23 20:00,403,86,108,68,0
2013-09-23 21:00,206,84,5,1,0
2013-09-23 22:00,178,83,0,0,0
2013-09-23 23:00,141,83,0,0,0
2013-09-24 0:00,142,84,0,0,0
2013-09-24 1:00,144,86,0,0,0
2013-09-24 2:00,144,87,0,0,0
2013-09-24 3:00,60,1,0,0,0
2013-09-24 4:00,62,1,0,0,0
2013-09-24 5:00,60,1,0,0,0
2013-09-24 6:00,142,82,0,0,0
2013-09-24 7:00,251,90,0,0,0
2013-09-24 8:00,217,1,0,0,0
2013-09-24 9:00,117,1,0,0,0
2013-09-24 10:00,142,81,0,0,0
2013-09-24 11:00,147,91,0,0,0
2013-09-24 12:00,64,1,0,0,0
2013-09-24 13:00,712,1,0,0,0
2013-09-24 14:00,207,86,0,0,0
2013-09-24 15:00,69,1,0,0,0
2013-09-24 16:00,95,1,0,0,0
2013-09-24 17:00,145,83,0,0,0
2013-09-24 18:00,301,94,0,0,0
2013-09-24 19:00,256,1,0,0,0
2013-09-24 20:00,231,1,0,0,0
2013-09-24 21:00,240,86,0,0,0
2013-09-24 22:00,113,1,0,0,0
2013-09-24 23:00,62,1,0,0,0
2013-09-25 0:00,143,83,0,0,0
2013-09-25 1:00,63,1,0,0,0
2013-09-25 2:00,63,1,0,0,0
2013-09-25 3:00,143,84,0,0,0
2013-09-25 4:00,62,1,0,0,0
2013-09-25 5:00,71,1,0,0,0
2013-09-25 6:00,146,87,0,0,0
2013-09-25 7:00,2518,86,0,2140,0
2013-09-25 8:00,143,1,0,69,0
2013-09-25 9:00,64,1,0,0,0
2013-09-25 10:00,201,164,0,0,0
2013-09-25 11:00,146,82,0,0,0
2013-09-25 12:00,64,1,0,0,0
2013-09-25 13:00,62,1,0,0,0
2013-09-25 14:00,324,85,105,0,0
2013-09-25 15:00,196,1,99,0,0
2013-09-25 16:00,159,84,51,0,0
2013-09-25 17:00,201,1,0,0,0
2013-09-25 18:00,327,85,0,0,0
2013-09-25 19:00,174,1,0,0,0
2013-09-25 20:00,264,1,0,69,0
2013-09-25 21:00,174,1,0,11,0
2013-09-25 22:00,180,84,0,0,0
2013-09-25 23:00,180,89,0,0,0
2013-09-26 0:00,142,1,0,0,0
2013-09-26 1:00,109,1,0,0,0
2013-09-26 2:00,86,1,0,0,0
2013-09-26 3:00,147,89,0,0,0
2013-09-26 4:00,64,1,0,0,0
2013-09-26 5:00,64,1,0,0,0
2013-09-26 6:00,154,85,0,0,0
2013-09-26 7:00,206,90,0,0,0
2013-09-26 8:00,135,1,0,0,0
2013-09-26 9:00,99,1,0,0,0
2013-09-26 10:00,163,1,87,0,0
2013-09-26 11:00,520,87,236,0,0
2013-09-26 12:00,152,99,0,0,0
2013-09-26 13:00,115,1,0,0,0
2013-09-26 14:00,167,83,0,0,0
2013-09-26 15:00,891,1,0,0,0
2013-09-26 16:00,139,1,0,0,0
2013-09-26 17:00,203,84,0,0,0
2013-09-26 18:00,286,88,0,0,0
2013-09-26 19:00,336,1,0,0,0
2013-09-26 20:00,217,1,0,0,0
2013-09-26 21:00,227,1,0,0,0
2013-09-26 22:00,144,88,0,0,0
2013-09-27 0:00,62,1,0,0,0
2013-09-27 1:00,63,1,0,0,0
2013-09-27 2:00,62,1,0,0,0
2013-09-27 3:00,144,86,0,0,0
2013-09-27 5:00,142,81,0,0,0
2013-09-27 6:00,62,1,0,0,0
2013-09-27 7:00,10323,1,0,0,0
2013-09-27 8:00,64,1,0,0,0
2013-09-27 9:00,146,88,0,0,0
2013-09-27 10:00,62,1,0,0,0
2013-09-27 11:00,143,83,0,0,0
2013-09-27 12:00,60,1,0,0,0
2013-09-27 13:00,62,1,0,0,0
2013-09-27 14:00,146,90,0,0,0
2013-09-27 15:00,60,1,0,0,0
2013-09-27 16:00,179,84,0,0,0
2013-09-27 17:00,270,96,0,68,0
2013-09-27 18:00,220,1,0,72,0
2013-09-27 19:00,286,85,0,0,0
2013-09-27 20:00,182,1,0,0,0
2013-09-27 21:00,318,83,0,0,0
2013-09-27 22:00,137,1,0,0,0
2013-09-28 0:00,141,83,0,0,0
2013-09-28 1:00,59,1,0,0,0
2013-09-28 2:00,60,1,0,0,0
2013-09-28 3:00,144,90,0,0,0
2013-09-28 4:00,60,1,0,0,0
2013-09-28 5:00,142,85,0,0,0
2013-09-28 6:00,60,1,0,0,0
2013-09-28 7:00,270,1,0,0,0
2013-09-28 8:00,311,86,0,0,0
2013-09-28 9:00,112,1,0,0,0
2013-09-28 10:00,126,1,0,0,0
2013-09-28 11:00,169,87,0,0,0
2013-09-28 12:00,93,1,0,0,0
2013-09-28 13:00,179,1,0,74,0
2013-09-28 14:00,2370,1,0,2256,0
2013-09-28 15:00,71,1,0,0,0
2013-09-28 16:00,141,1,0,0,0
2013-09-28 17:00,132,1,0,0,0
2013-09-28 18:00,2206,1,0,0,0
2013-09-28 19:00,716,1,0,0,0
2013-09-28 20:00,589,169,0,0,0
2013-09-28 21:00,730,85,0,0,0
2013-09-28 22:00,548,87,0,0,0
2013-09-28 23:00,548,1,0,0,0
2013-09-29 0:00,548,1,0,0,0
2013-09-29 1:00,548,1,0,0,0
2013-09-29 2:00,548,1,0,0,0
2013-09-29 3:00,580,87,0,0,0
2013-09-29 4:00,517,1,0,0,0
2013-09-29 5:00,515,1,0,0,0
2013-09-29 6:00,568,84,0,0,0
2013-09-29 7:00,3445,1,0,0,2659
2013-09-29 8:00,763,1,0,0,0
2013-09-29 9:00,531,1,0,0,0
2013-09-29 10:00,3093,85,0,68,2681
2013-09-29 11:00,134,1,0,69,0
2013-09-29 12:00,71,1,0,69,0
2013-09-29 13:00,145,82,0,69,0
2013-09-29 15:00,90,1,97,0,0
2013-09-29 16:00,697,1,5,0,0
2013-09-29 17:00,260,90,32,0,0
2013-09-29 18:00,246,1,0,0,0
2013-09-29 19:00,398,1,0,0,0
2013-09-29 20:00,286,85,0,0,0
2013-09-29 21:00,282,100,0,77,0
2013-09-29 22:00,187,1,0,72,0
2013-09-29 23:00,200,85,0,0,0
2013-09-30 0:00,137,1,0,0,0
2013-09-30 1:00,137,1,0,0,0
2013-09-30 2:00,199,81,0,0,0
2013-09-30 3:00,136,1,0,0,0
2013-09-30 4:00,137,1,0,0,0
2013-09-30 5:00,136,1,0,0,0
2013-09-30 6:00,145,1,0,0,0
2013-09-30 7:00,176,1,0,0,0
2013-09-30 8:00,149,1,0,0,0
2013-09-30 9:00,156,89,0,0,0
2013-09-30 10:00,195,85,0,0,0
2013-09-30 11:00,130,1,0,0,0
2013-09-30 12:00,146,84,0,0,0
2013-09-30 13:00,66,1,0,0,0
2013-09-30 14:00,146,81,0,0,0
2013-09-30 15:00,69,1,0,0,0
2013-09-30 16:00,157,1,0,0,0
2013-09-30 17:00,218,85,0,0,0
2013-09-30 18:00,438,160,0,0,0
2013-09-30 19:00,354,84,0,0,0
2013-09-30 20:00,367,1,0,0,0
2013-09-30 21:00,340,82,0,68,0
2013-09-30 22:00,2440,87,0,2151,0
2013-09-30 23:00,85,1,0,0,0
2013-10-01 0:00,154,83,0,0,0
2013-10-01 1:00,83,1,0,0,0
2013-10-01 2:00,83,1,0,0,0
2013-10-01 3:00,156,86,0,0,0
2013-10-01 4:00,86,1,0,0,0
2013-10-01 5:00,155,82,0,0,0
2013-10-01 6:00,83,1,0,0,0
2013-10-01 7:00,148,1,0,0,0
2013-10-01 8:00,232,84,0,0,0
2013-10-01 9:00,145,85,0,0,0
2013-10-01 10:00,63,1,0,0,0
2013-10-01 11:00,62,1,0,0,0
2013-10-01 12:00,144,87,0,0,0
2013-10-01 13:00,135,1,0,0,0
2013-10-01 14:00,247,85,0,0,0
2013-10-01 15:00,91,1,0,0,0
2013-10-01 16:00,196,81,0,0,0
2013-10-01 17:00,3131,84,0,0,2722
2013-10-01 18:00,142,1,0,0,0
2013-10-01 19:00,2521,1,2159,0,0
2013-10-01 20:00,174,1,11,0,0
2013-10-01 21:00,218,89,0,0,0
2013-10-01 22:00,148,1,0,0,0
2013-10-01 23:00,144,82,0,0,0
2013-10-02 0:00,59,1,0,0,0
2013-10-02 1:00,59,1,0,0,0
2013-10-02 2:00,144,85,0,0,0
2013-10-02 3:00,59,1,0,0,0
2013-10-02 4:00,59,1,0,0,0
2013-10-02 5:00,59,1,0,0,0
2013-10-02 6:00,201,1,0,0,0
2013-10-02 7:00,298,82,0,0,0
2013-10-02 8:00,247,1,0,0,0
2013-10-02 9:00,59,1,0,0,0
2013-10-02 10:00,60,1,0,0,0
2013-10-02 11:00,60,1,0,0,0
2013-10-02 12:00,144,87,0,0,0
2013-10-02 13:00,58,1,0,0,0
2013-10-02 14:00,141,83,0,0,0
2013-10-02 15:00,59,1,0,0,0
2013-10-02 16:00,134,1,0,0,0
2013-10-02 17:00,142,85,0,0,0
2013-10-02 18:00,2533,1,2083,70,0
2013-10-02 19:00,2307,86,181,76,0
2013-10-02 20:00,249,1,0,0,0
2013-10-02 21:00,138,1,0,0,0
2013-10-02 22:00,190,89,0,0,0
2013-10-02 23:00,62,1,0,0,0
2013-10-03 0:00,142,82,0,0,0
2013-10-03 1:00,175,138,0,0,0
2013-10-03 2:00,59,1,0,0,0
2013-10-03 3:00,60,1,0,0,0
2013-10-03 4:00,59,1,0,0,0
2013-10-03 5:00,60,1,0,0,0
2013-10-03 6:00,59,1,0,0,0
2013-10-03 7:00,334,81,0,0,0
2013-10-03 8:00,292,87,0,0,0
2013-10-03 9:00,113,1,0,0,0
2013-10-03 10:00,60,1,0,0,0
2013-10-03 11:00,141,83,0,0,0
2013-10-03 12:00,59,1,0,0,0
2013-10-03 13:00,363,1,0,0,0
2013-10-03 14:00,139,1,0,0,0
2013-10-03 15:00,202,83,0,0,0
2013-10-03 16:00,278,91,0,0,0
2013-10-03 17:00,137,1,0,0,0
2013-10-03 18:00,235,1,0,0,0
2013-10-03 19:00,261,1,0,0,0
2013-10-03 20:00,109,1,0,0,0
2013-10-03 21:00,218,83,0,0,0
2013-10-03 22:00,308,89,0,72,0
2013-10-03 23:00,169,105,0,24,0
2013-10-04 0:00,66,1,0,0,0
2013-10-04 1:00,146,86,0,0,0
2013-10-04 2:00,64,1,0,0,0
2013-10-04 3:00,63,1,0,0,0
2013-10-04 4:00,63,1,0,0,0
2013-10-04 5:00,63,1,0,0,0
2013-10-04 6:00,145,84,0,0,0
2013-10-04 7:00,310,85,0,0,0
2013-10-04 8:00,203,1,0,0,0
2013-10-04 9:00,113,1,0,0,0
2013-10-04 10:00,146,87,0,0,0
2013-10-04 11:00,62,1,0,0,0
2013-10-04 12:00,142,82,0,0,0
2013-10-04 13:00,180,88,121,0,0
2013-10-04 14:00,96,1,44,0,0
2013-10-04 15:00,113,1,0,0,0
2013-10-04 16:00,237,85,0,0,0
2013-10-04 17:00,146,86,0,0,0
2013-10-04 18:00,206,90,0,0,0
2013-10-04 19:00,174,1,0,0,0
2013-10-04 20:00,163,82,0,0,0
2013-10-04 21:00,84,1,0,0,0
2013-10-04 22:00,64,1,0,0,0
2013-10-04 23:00,142,81,0,0,0
2013-10-05 0:00,216,89,0,0,0
2013-10-05 1:00,115,1,0,0,0
2013-10-05 2:00,151,83,0,0,0
2013-10-05 3:00,81,1,0,0,0
2013-10-05 4:00,151,83,0,0,0
2013-10-05 5:00,80,1,0,0,0
2013-10-05 6:00,80,1,0,0,0
2013-10-05 7:00,437,87,0,0,0
2013-10-05 8:00,3220,1,0,0,0
2013-10-05 9:00,81,1,0,0,0
2013-10-05 10:00,156,88,0,0,0
2013-10-05 11:00,81,1,0,0,0
2013-10-05 12:00,81,1,0,0,0
2013-10-05 13:00,81,1,0,0,0
2013-10-05 14:00,155,89,0,0,0
2013-10-05 15:00,60,1,0,0,0
2013-10-05 16:00,247,85,0,0,0
2013-10-05 17:00,170,1,0,0,0
2013-10-05 19:00,238,1,0,71,0
2013-10-05 20:00,328,81,0,0,0
2013-10-05 21:00,223,90,0,0,0
2013-10-05 22:00,58,1,0,0,0
2013-10-05 23:00,143,84,0,0,0
2013-10-06 0:00,60,1,0,0,0
2013-10-06 1:00,59,1,0,0,0
2013-10-06 2:00,58,1,0,0,0
2013-10-06 3:00,59,1,0,0,0
2013-10-06 4:00,59,1,0,0,0
2013-10-06 5:00,59,1,0,0,0
2013-10-06 6:00,66,1,0,0,0
2013-10-06 7:00,339,1,0,0,0
2013-10-06 8:00,188,1,0,0,0
2013-10-06 9:00,144,89,0,0,0
2013-10-06 10:00,59,1,0,0,0
2013-10-06 11:00,141,83,0,0,0
2013-10-06 12:00,60,1,0,0,0
2013-10-06 13:00,62,1,0,0,0
2013-10-06 14:00,143,89,0,0,0
2013-10-06 15:00,60,1,0,0,0
2013-10-06 16:00,291,83,117,0,0
2013-10-06 17:00,194,1,39,0,0
2013-10-06 18:00,285,1,0,0,0
2013-10-06 19:00,345,84,0,0,0
2013-10-06 20:00,319,1,0,69,0
2013-10-06 21:00,2531,86,0,2189,0
2013-10-06 22:00,71,1,0,0,0
2013-10-06 23:00,146,88,0,0,0
2013-10-07 0:00,66,1,0,0,0
2013-10-07 1:00,146,86,0,0,0
2013-10-07 2:00,64,1,0,0,0
2013-10-07 3:00,142,82,0,0,0
2013-10-07 4:00,149,94,0,0,0
2013-10-07 5:00,63,1,0,0,0
2013-10-07 6:00,317,87,0,0,0
2013-10-07 7:00,259,1,0,0,0
2013-10-07 8:00,144,1,0,0,0
2013-10-07 9:00,63,1,0,0,0
2013-10-07 10:00,145,86,0,0,0
2013-10-07 11:00,145,85,0,0,0
2013-10-07 12:00,183,86,0,0,0
2013-10-07 13:00,60,1,0,0,0
2013-10-07 14:00,135,1,0,0,0
2013-10-07 15:00,217,85,117,0,0
2013-10-07 16:00,190,1,12,0,0
2013-10-07 17:00,259,82,44,0,0
2013-10-07 18:00,441,86,0,70,0
2013-10-07 19:00,753,1,0,68,0
2013-10-07 20:00,1010,1,0,0,0
2013-10-07 21:00,309,90,0,0,0
2013-10-07 22:00,119,1,0,0,0
2013-10-07 23:00,159,84,0,0,0
2013-10-08 0:00,86,1,0,0,0
2013-10-08 1:00,156,83,0,0,0
2013-10-08 2:00,85,1,0,0,0
2013-10-08 3:00,156,82,0,0,0
2013-10-08 4:00,84,1,0,0,0
2013-10-08 5:00,156,82,0,0,0
2013-10-08 6:00,107,1,0,0,0
2013-10-08 7:00,246,82,0,0,0
2013-10-08 8:00,163,1,0,0,0
2013-10-08 9:00,84,1,0,0,0
2013-10-08 10:00,157,83,0,0,0
2013-10-08 11:00,84,1,0,0,0
2013-10-08 12:00,85,1,0,0,0
2013-10-08 13:00,157,84,0,0,0
2013-10-08 14:00,84,1,0,0,0
2013-10-08 15:00,128,1,0,0,0
2013-10-08 16:00,179,90,0,0,0
2013-10-08 17:00,135,1,0,0,0
2013-10-08 18:00,357,1,0,68,0
2013-10-08 19:00,283,1,0,72,0
2013-10-08 20:00,201,1,0,0,0
2013-10-08 21:00,144,1,0,0,0
2013-10-08 22:00,68,1,0,0,0
2013-10-08 23:00,143,81,0,0,0
2013-10-09 0:00,144,85,0,0,0
2013-10-09 1:00,147,91,0,0,0
2013-10-09 2:00,62,1,0,0,0
2013-10-09 3:00,62,1,0,0,0
2013-10-09 4:00,147,87,0,0,0
2013-10-09 5:00,62,1,0,0,0
2013-10-09 6:00,62,1,0,0,0
2013-10-09 7:00,407,86,0,0,0
2013-10-09 8:00,156,1,0,0,0
2013-10-09 9:00,60,1,0,0,0
2013-10-09 10:00,142,81,0,0,0
2013-10-09 11:00,62,1,0,0,0
2013-10-09 12:00,59,1,0,0,0
2013-10-09 13:00,178,82,0,0,0
2013-10-09 14:00,195,82,0,0,0
2013-10-09 15:00,2466,88,2115,0,0
2013-10-09 16:00,202,89,0,0,0
2013-10-09 17:00,133,1,0,0,0
2013-10-09 18:00,320,1,0,0,0
2013-10-09 19:00,588,81,0,0,0
2013-10-09 20:00,253,84,0,0,0
2013-10-09 21:00,150,1,0,0,0
2013-10-09 22:00,2475,1,0,2224,0
2013-10-09 23:00,222,83,0,23,0
2013-10-10 0:00,105,1,0,0,0
2013-10-10 1:00,107,1,0,0,0
2013-10-10 2:00,149,86,0,0,0
2013-10-10 3:00,63,1,0,0,0
2013-10-10 4:00,62,1,0,0,0
2013-10-10 5:00,62,1,0,0,0
2013-10-10 6:00,195,1,0,0,0
2013-10-10 7:00,133,2,0,0,0
2013-10-10 8:00,204,82,0,0,0
2013-10-10 9:00,89,1,0,0,0
2013-10-10 10:00,60,1,0,0,0
2013-10-10 11:00,142,81,0,0,0
2013-10-10 12:00,225,1,0,0,0
2013-10-10 13:00,59,1,0,0,0
2013-10-10 14:00,110,1,0,0,0
2013-10-10 15:00,245,84,0,0,0
2013-10-10 16:00,240,1,0,0,0
2013-10-10 17:00,133,1,0,0,0
2013-10-10 18:00,295,87,0,0,0
2013-10-10 19:00,469,1,0,71,0
2013-10-10 20:00,2403,1,0,2189,0
2013-10-10 21:00,145,1,0,0,0
2013-10-10 22:00,134,1,0,0,0
2013-10-10 23:00,200,83,0,0,0
2013-10-11 0:00,59,1,0,0,0
2013-10-11 1:00,59,1,0,0,0
2013-10-11 2:00,142,1,0,0,0
2013-10-11 3:00,59,1,0,0,0
2013-10-11 4:00,62,1,0,0,0
2013-10-11 5:00,142,85,0,0,0
2013-10-11 6:00,208,1,0,0,0
2013-10-11 7:00,138,5,0,0,0
2013-10-11 8:00,192,85,0,0,0
2013-10-11 9:00,62,1,0,0,0
2013-10-11 10:00,141,83,0,0,0
2013-10-11 11:00,60,1,0,0,0
2013-10-11 12:00,62,1,0,0,0
2013-10-11 13:00,245,86,0,0,0
2013-10-11 14:00,348,1,121,0,0
2013-10-11 15:00,273,1,173,0,0
2013-10-11 16:00,2584,84,209,0,0
2013-10-11 17:00,171,1,0,0,0
2013-10-11 18:00,231,1,0,0,0
2013-10-11 19:00,216,82,0,0,0
2013-10-11 20:00,292,84,0,72,0
2013-10-11 21:00,222,82,0,5,0
2013-10-11 22:00,225,82,0,0,0
2013-10-11 23:00,253,82,0,0,0
2013-10-12 0:00,143,84,0,0,0
2013-10-12 1:00,145,86,0,0,0
2013-10-12 2:00,62,1,0,0,0
2013-10-12 3:00,62,1,0,0,0
2013-10-12 4:00,62,1,0,0,0
2013-10-12 5:00,62,1,0,0,0
2013-10-12 6:00,231,85,0,0,0
2013-10-12 7:00,415,1,0,0,0
2013-10-12 8:00,219,1,0,0,0
2013-10-12 9:00,801,164,0,0,0
2013-10-12 10:00,723,83,5,0,0
2013-10-12 11:00,1777,94,0,0,0
2013-10-12 12:00,231,87,0,0,0
2013-10-12 13:00,215,1,0,0,0
2013-10-12 14:00,240,1,0,0,0
2013-10-12 15:00,266,1,0,0,0
2013-10-12 16:00,356,84,0,0,0
2013-10-12 17:00,401,88,0,0,0
2013-10-12 19:00,458,1,0,0,0
2013-10-12 20:00,281,1,0,68,0
2013-10-12 21:00,2455,1,0,2216,0
2013-10-12 22:00,163,1,0,0,0
2013-10-12 23:00,58,1,0,0,0
2013-10-13 0:00,140,81,0,0,0
2013-10-13 1:00,142,83,0,0,0
2013-10-13 2:00,142,87,0,0,0
2013-10-13 3:00,59,1,0,0,0
2013-10-13 4:00,59,1,0,0,0
2013-10-13 5:00,59,1,0,0,0
2013-10-13 6:00,156,85,0,0,0
2013-10-13 7:00,206,1,0,0,0
2013-10-13 8:00,249,1,0,0,0
2013-10-13 9:00,281,1,0,0,0
2013-10-13 10:00,182,82,0,0,0
2013-10-13 11:00,1782,1,0,0,0
2013-10-13 12:00,237,1,0,0,0
2013-10-13 13:00,235,1,0,0,0
2013-10-13 14:00,321,82,0,0,0
2013-10-13 15:00,451,98,0,64,0
2013-10-13 16:00,2430,1,0,68,0
2013-10-13 17:00,219,1,0,0,0
2013-10-13 18:00,448,84,156,0,0
2013-10-13 20:00,283,1,0,0,0
2013-10-13 21:00,170,1,0,0,0
2013-10-13 22:00,142,87,0,0,0
2013-10-13 23:00,59,1,0,0,0
2013-10-14 0:00,140,83,0,0,0
2013-10-14 1:00,62,1,0,0,0
2013-10-14 2:00,60,1,0,0,0
2013-10-14 3:00,60,1,0,0,0
2013-10-14 4:00,59,1,0,0,0
2013-10-14 5:00,59,1,0,0,0
2013-10-14 6:00,60,1,0,0,0
2013-10-14 7:00,410,86,0,0,0
2013-10-14 8:00,127,1,0,0,0
2013-10-14 9:00,59,1,0,0,0
2013-10-14 10:00,58,1,0,0,0
2013-10-14 11:00,3078,158,0,0,0
2013-10-14 12:00,195,84,0,0,0
2013-10-14 13:00,241,89,0,63,0
2013-10-14 14:00,366,1,0,72,0
2013-10-14 15:00,134,1,0,0,0
2013-10-14 16:00,248,87,0,0,0
2013-10-14 17:00,158,1,0,0,0
2013-10-14 18:00,403,82,0,0,0
2013-10-14 19:00,2424,88,0,0,0
2013-10-14 20:00,292,1,0,0,0
2013-10-14 21:00,221,1,0,0,0
2013-10-14 22:00,210,82,0,0,0
2013-10-14 23:00,64,1,0,0,0
2013-10-15 0:00,63,1,0,0,0
2013-10-15 1:00,142,82,0,0,0
2013-10-15 2:00,57,1,0,0,0
2013-10-15 3:00,57,1,0,0,0
2013-10-15 4:00,146,94,0,0,0
2013-10-15 5:00,59,1,0,0,0
2013-10-15 6:00,142,85,0,0,0
2013-10-15 7:00,145,1,0,0,0
2013-10-15 8:00,184,1,0,71,0
2013-10-15 9:00,372,1,196,6,0
2013-10-15 10:00,142,84,0,0,0
2013-10-15 11:00,144,88,0,0,0
2013-10-15 12:00,55,1,0,0,0
2013-10-15 13:00,53,1,0,0,0
2013-10-15 14:00,54,1,0,0,0
2013-10-15 15:00,54,1,0,0,0
2013-10-15 16:00,141,88,0,0,0
2013-10-15 17:00,54,1,0,0,0
2013-10-15 18:00,406,83,0,0,0
2013-10-15 19:00,1091,86,0,0,0
